price_id,date,material_code,material_category,sub_category,city,unit,buying_price_informal,quoted_price_formal,spread_pct,market_range_low,market_range_high,benchmark_recycler_id,source
PRC0099336,2026-06-13,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Nashik,kg,69.11,83.36,20.62,62.2,90.03,REC1042,synthetic_calibrated
PRC0097874,2026-06-13,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Pimpri-Chinchwad,kg,69.54,83.88,20.62,62.59,90.59,REC1009,synthetic_calibrated
PRC0097143,2026-06-13,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Pune,kg,69.84,84.24,20.62,62.86,90.98,REC1000,synthetic_calibrated
PRC0096412,2026-06-13,MTR-SPK,Motor & magnet-bearing,Speaker magnet,Aurangabad,kg,87.01,108.73,24.96,78.31,117.43,REC1038,synthetic_calibrated
PRC0094219,2026-06-13,MTR-SPK,Motor & magnet-bearing,Speaker magnet,Mumbai,kg,101.83,127.24,24.95,91.65,137.42,REC1003,synthetic_calibrated
PRC0095681,2026-06-13,MTR-SPK,Motor & magnet-bearing,Speaker magnet,Nagpur,kg,90.07,112.55,24.96,81.06,121.55,REC1001,synthetic_calibrated
PRC0094950,2026-06-13,MTR-SPK,Motor & magnet-bearing,Speaker magnet,Nashik,kg,88.3,110.34,24.96,79.47,119.17,REC1042,synthetic_calibrated
PRC0093488,2026-06-13,MTR-SPK,Motor & magnet-bearing,Speaker magnet,Pimpri-Chinchwad,kg,94.1,117.58,24.95,84.69,126.99,REC1009,synthetic_calibrated
PRC0092757,2026-06-13,MTR-SPK,Motor & magnet-bearing,Speaker magnet,Pune,kg,98.79,123.45,24.96,88.91,133.33,REC1000,synthetic_calibrated
PRC0043780,2026-06-13,PCB-GPU,PCB,GPU / add-on card,Aurangabad,kg,701.77,893.63,27.34,631.59,965.12,REC1038,synthetic_calibrated
PRC0041587,2026-06-13,PCB-GPU,PCB,GPU / add-on card,Mumbai,kg,826.11,1051.96,27.34,743.5,1136.12,REC1003,synthetic_calibrated
PRC0043049,2026-06-13,PCB-GPU,PCB,GPU / add-on card,Nagpur,kg,706.3,899.39,27.34,635.67,971.34,REC1001,synthetic_calibrated
PRC0042318,2026-06-13,PCB-GPU,PCB,GPU / add-on card,Nashik,kg,769.54,979.92,27.34,692.59,1058.31,REC1042,synthetic_calibrated
PRC0040856,2026-06-13,PCB-GPU,PCB,GPU / add-on card,Pimpri-Chinchwad,kg,795.51,1012.99,27.34,715.96,1094.03,REC1009,synthetic_calibrated
PRC0040125,2026-06-13,PCB-GPU,PCB,GPU / add-on card,Pune,kg,816.89,1040.22,27.34,735.2,1123.44,REC1000,synthetic_calibrated
PRC0048166,2026-06-13,PCB-LOW,PCB,TV / appliance board (low grade),Aurangabad,kg,128.46,167.79,30.62,115.61,181.21,REC1038,synthetic_calibrated
PRC0045973,2026-06-13,PCB-LOW,PCB,TV / appliance board (low grade),Mumbai,kg,145.06,189.48,30.62,130.55,204.64,REC1003,synthetic_calibrated
PRC0047435,2026-06-13,PCB-LOW,PCB,TV / appliance board (low grade),Nagpur,kg,133.13,173.89,30.62,119.82,187.8,REC1001,synthetic_calibrated
PRC0046704,2026-06-13,PCB-LOW,PCB,TV / appliance board (low grade),Nashik,kg,130.21,170.08,30.62,117.19,183.69,REC1042,synthetic_calibrated
PRC0045242,2026-06-13,PCB-LOW,PCB,TV / appliance board (low grade),Pimpri-Chinchwad,kg,131.7,172.03,30.62,118.53,185.79,REC1009,synthetic_calibrated
PRC0044511,2026-06-13,PCB-LOW,PCB,TV / appliance board (low grade),Pune,kg,140.55,183.59,30.62,126.5,198.28,REC1000,synthetic_calibrated
PRC0035008,2026-06-13,PCB-MBH,PCB,Motherboard (high grade),Aurangabad,kg,603.81,775.49,28.43,543.43,837.53,REC1038,synthetic_calibrated
PRC0032815,2026-06-13,PCB-MBH,PCB,Motherboard (high grade),Mumbai,kg,607.02,779.61,28.43,546.32,841.98,REC1003,synthetic_calibrated
PRC0034277,2026-06-13,PCB-MBH,PCB,Motherboard (high grade),Nagpur,kg,610.85,784.53,28.43,549.76,847.29,REC1001,synthetic_calibrated
PRC0033546,2026-06-13,PCB-MBH,PCB,Motherboard (high grade),Nashik,kg,582.9,748.63,28.43,524.61,808.52,REC1042,synthetic_calibrated
PRC0032084,2026-06-13,PCB-MBH,PCB,Motherboard (high grade),Pimpri-Chinchwad,kg,629.97,809.09,28.43,566.97,873.82,REC1009,synthetic_calibrated
PRC0031353,2026-06-13,PCB-MBH,PCB,Motherboard (high grade),Pune,kg,613.33,787.71,28.43,552.0,850.73,REC1000,synthetic_calibrated
PRC0052552,2026-06-13,PCB-MIX,PCB,Mixed populated board,Aurangabad,kg,337.68,437.38,29.52,303.91,472.37,REC1038,synthetic_calibrated
PRC0050359,2026-06-13,PCB-MIX,PCB,Mixed populated board,Mumbai,kg,376.81,488.07,29.53,339.13,527.12,REC1003,synthetic_calibrated
PRC0051821,2026-06-13,PCB-MIX,PCB,Mixed populated board,Nagpur,kg,332.97,431.28,29.53,299.67,465.78,REC1001,synthetic_calibrated
PRC0051090,2026-06-13,PCB-MIX,PCB,Mixed populated board,Nashik,kg,359.0,465.0,29.53,323.1,502.2,REC1042,synthetic_calibrated
PRC0049628,2026-06-13,PCB-MIX,PCB,Mixed populated board,Pimpri-Chinchwad,kg,324.66,420.52,29.53,292.19,454.16,REC1009,synthetic_calibrated
PRC0048897,2026-06-13,PCB-MIX,PCB,Mixed populated board,Pune,kg,332.81,431.08,29.53,299.53,465.57,REC1000,synthetic_calibrated
PRC0039394,2026-06-13,PCB-RAM,PCB,RAM / gold-finger,Aurangabad,kg,1992.72,2515.71,26.25,1793.45,2716.97,REC1038,synthetic_calibrated
PRC0037201,2026-06-13,PCB-RAM,PCB,RAM / gold-finger,Mumbai,kg,2206.41,2785.49,26.25,1985.77,3008.33,REC1003,synthetic_calibrated
PRC0038663,2026-06-13,PCB-RAM,PCB,RAM / gold-finger,Nagpur,kg,1983.3,2503.82,26.25,1784.97,2704.13,REC1001,synthetic_calibrated
PRC0037932,2026-06-13,PCB-RAM,PCB,RAM / gold-finger,Nashik,kg,1958.17,2472.1,26.25,1762.35,2669.87,REC1042,synthetic_calibrated
PRC0036470,2026-06-13,PCB-RAM,PCB,RAM / gold-finger,Pimpri-Chinchwad,kg,2134.14,2694.25,26.25,1920.73,2909.79,REC1009,synthetic_calibrated
PRC0035739,2026-06-13,PCB-RAM,PCB,RAM / gold-finger,Pune,kg,2009.95,2537.47,26.25,1808.96,2740.47,REC1000,synthetic_calibrated
PRC0109570,2026-06-13,PLA-ABS,Mixed plastic,ABS casing,Aurangabad,kg,30.62,34.26,11.89,27.56,37.0,REC1038,synthetic_calibrated
PRC0107377,2026-06-13,PLA-ABS,Mixed plastic,ABS casing,Mumbai,kg,34.88,39.03,11.9,31.39,42.15,REC1003,synthetic_calibrated
PRC0108839,2026-06-13,PLA-ABS,Mixed plastic,ABS casing,Nagpur,kg,31.05,34.74,11.88,27.94,37.52,REC1001,synthetic_calibrated
PRC0108108,2026-06-13,PLA-ABS,Mixed plastic,ABS casing,Nashik,kg,31.95,35.75,11.89,28.76,38.61,REC1042,synthetic_calibrated
PRC0106646,2026-06-13,PLA-ABS,Mixed plastic,ABS casing,Pimpri-Chinchwad,kg,32.86,36.77,11.9,29.57,39.71,REC1009,synthetic_calibrated
PRC0105915,2026-06-13,PLA-ABS,Mixed plastic,ABS casing,Pune,kg,32.32,36.16,11.88,29.09,39.05,REC1000,synthetic_calibrated
PRC0113956,2026-06-13,PLA-HIPS,Mixed plastic,HIPS,Aurangabad,kg,23.83,26.41,10.83,21.45,28.52,REC1038,synthetic_calibrated
PRC0111763,2026-06-13,PLA-HIPS,Mixed plastic,HIPS,Mumbai,kg,26.21,29.04,10.8,23.59,31.36,REC1003,synthetic_calibrated
PRC0113225,2026-06-13,PLA-HIPS,Mixed plastic,HIPS,Nagpur,kg,24.55,27.2,10.79,22.1,29.38,REC1001,synthetic_calibrated
PRC0112494,2026-06-13,PLA-HIPS,Mixed plastic,HIPS,Nashik,kg,25.1,27.81,10.8,22.59,30.03,REC1042,synthetic_calibrated
PRC0111032,2026-06-13,PLA-HIPS,Mixed plastic,HIPS,Pimpri-Chinchwad,kg,26.03,28.84,10.8,23.43,31.15,REC1009,synthetic_calibrated
PRC0110301,2026-06-13,PLA-HIPS,Mixed plastic,HIPS,Pune,kg,26.61,29.49,10.82,23.95,31.85,REC1000,synthetic_calibrated
PRC0122728,2026-06-13,PLA-MIX,Mixed plastic,Mixed dirty,Aurangabad,kg,11.6,12.73,9.74,10.44,13.75,REC1038,synthetic_calibrated
PRC0120535,2026-06-13,PLA-MIX,Mixed plastic,Mixed dirty,Mumbai,kg,12.71,13.95,9.76,11.44,15.07,REC1003,synthetic_calibrated
PRC0121997,2026-06-13,PLA-MIX,Mixed plastic,Mixed dirty,Nagpur,kg,11.3,12.4,9.73,10.17,13.39,REC1001,synthetic_calibrated
PRC0121266,2026-06-13,PLA-MIX,Mixed plastic,Mixed dirty,Nashik,kg,11.32,12.42,9.72,10.19,13.41,REC1042,synthetic_calibrated
PRC0119804,2026-06-13,PLA-MIX,Mixed plastic,Mixed dirty,Pimpri-Chinchwad,kg,11.88,13.04,9.76,10.69,14.08,REC1009,synthetic_calibrated
PRC0119073,2026-06-13,PLA-MIX,Mixed plastic,Mixed dirty,Pune,kg,11.7,12.84,9.74,10.53,13.87,REC1000,synthetic_calibrated
PRC0118342,2026-06-13,PLA-PCABS,Mixed plastic,PC/ABS blend,Aurangabad,kg,33.24,37.55,12.97,29.92,40.55,REC1038,synthetic_calibrated
PRC0116149,2026-06-13,PLA-PCABS,Mixed plastic,PC/ABS blend,Mumbai,kg,37.17,41.99,12.97,33.45,45.35,REC1003,synthetic_calibrated
PRC0117611,2026-06-13,PLA-PCABS,Mixed plastic,PC/ABS blend,Nagpur,kg,33.67,38.04,12.98,30.3,41.08,REC1001,synthetic_calibrated
PRC0116880,2026-06-13,PLA-PCABS,Mixed plastic,PC/ABS blend,Nashik,kg,35.96,40.63,12.99,32.36,43.88,REC1042,synthetic_calibrated
PRC0115418,2026-06-13,PLA-PCABS,Mixed plastic,PC/ABS blend,Pimpri-Chinchwad,kg,35.42,40.02,12.99,31.88,43.22,REC1009,synthetic_calibrated
PRC0114687,2026-06-13,PLA-PCABS,Mixed plastic,PC/ABS blend,Pune,kg,36.0,40.67,12.97,32.4,43.92,REC1000,synthetic_calibrated
PRC0087641,2026-06-14,BAT-BTN,Battery,Button / coin cell,Aurangabad,kg,27.94,34.53,23.59,25.15,37.29,REC1038,synthetic_calibrated
PRC0085448,2026-06-14,BAT-BTN,Battery,Button / coin cell,Mumbai,kg,29.83,36.86,23.57,26.85,39.81,REC1003,synthetic_calibrated
PRC0086910,2026-06-14,BAT-BTN,Battery,Button / coin cell,Nagpur,kg,28.33,35.01,23.58,25.5,37.81,REC1001,synthetic_calibrated
PRC0086179,2026-06-14,BAT-BTN,Battery,Button / coin cell,Nashik,kg,28.98,35.81,23.57,26.08,38.67,REC1042,synthetic_calibrated
PRC0084717,2026-06-14,BAT-BTN,Battery,Button / coin cell,Pimpri-Chinchwad,kg,29.48,36.43,23.58,26.53,39.34,REC1009,synthetic_calibrated
PRC0083986,2026-06-14,BAT-BTN,Battery,Button / coin cell,Pune,kg,28.05,34.66,23.57,25.24,37.43,REC1000,synthetic_calibrated
PRC0074483,2026-06-14,BAT-LI,Battery,Li-ion laptop / phone pack,Aurangabad,kg,73.71,95.04,28.94,66.34,102.64,REC1038,synthetic_calibrated
PRC0072290,2026-06-14,BAT-LI,Battery,Li-ion laptop / phone pack,Mumbai,kg,86.0,110.89,28.94,77.4,119.76,REC1003,synthetic_calibrated
PRC0073752,2026-06-14,BAT-LI,Battery,Li-ion laptop / phone pack,Nagpur,kg,75.16,96.91,28.94,67.64,104.66,REC1001,synthetic_calibrated
PRC0073021,2026-06-14,BAT-LI,Battery,Li-ion laptop / phone pack,Nashik,kg,77.25,99.6,28.93,69.53,107.57,REC1042,synthetic_calibrated
PRC0071559,2026-06-14,BAT-LI,Battery,Li-ion laptop / phone pack,Pimpri-Chinchwad,kg,82.5,106.37,28.93,74.25,114.88,REC1009,synthetic_calibrated
PRC0070828,2026-06-14,BAT-LI,Battery,Li-ion laptop / phone pack,Pune,kg,84.99,109.58,28.93,76.49,118.35,REC1000,synthetic_calibrated
PRC0083255,2026-06-14,BAT-NIMH,Battery,Ni-MH,Aurangabad,kg,50.42,60.15,19.3,45.38,64.96,REC1038,synthetic_calibrated
PRC0081062,2026-06-14,BAT-NIMH,Battery,Ni-MH,Mumbai,kg,55.3,65.97,19.29,49.77,71.25,REC1003,synthetic_calibrated
PRC0082524,2026-06-14,BAT-NIMH,Battery,Ni-MH,Nagpur,kg,52.58,62.72,19.28,47.32,67.74,REC1001,synthetic_calibrated
PRC0081793,2026-06-14,BAT-NIMH,Battery,Ni-MH,Nashik,kg,49.22,58.72,19.3,44.3,63.42,REC1042,synthetic_calibrated
PRC0080331,2026-06-14,BAT-NIMH,Battery,Ni-MH,Pimpri-Chinchwad,kg,56.56,67.47,19.29,50.9,72.87,REC1009,synthetic_calibrated
PRC0079600,2026-06-14,BAT-NIMH,Battery,Ni-MH,Pune,kg,52.71,62.88,19.29,47.44,67.91,REC1000,synthetic_calibrated
PRC0078869,2026-06-14,BAT-PB,Battery,Lead-acid,Aurangabad,kg,67.75,76.46,12.86,60.98,82.58,REC1038,synthetic_calibrated
PRC0076676,2026-06-14,BAT-PB,Battery,Lead-acid,Mumbai,kg,70.15,79.17,12.86,63.14,85.5,REC1003,synthetic_calibrated
PRC0078138,2026-06-14,BAT-PB,Battery,Lead-acid,Nagpur,kg,66.63,75.2,12.86,59.97,81.22,REC1001,synthetic_calibrated
PRC0077407,2026-06-14,BAT-PB,Battery,Lead-acid,Nashik,kg,63.28,71.42,12.86,56.95,77.13,REC1042,synthetic_calibrated
PRC0075945,2026-06-14,BAT-PB,Battery,Lead-acid,Pimpri-Chinchwad,kg,68.58,77.4,12.86,61.72,83.59,REC1009,synthetic_calibrated
PRC0075214,2026-06-14,BAT-PB,Battery,Lead-acid,Pune,kg,67.05,75.67,12.86,60.34,81.72,REC1000,synthetic_calibrated
PRC0065711,2026-06-14,CBL-AL,Cable,Aluminium cable,Aurangabad,kg,100.44,107.01,6.54,90.4,115.57,REC1038,synthetic_calibrated
PRC0063518,2026-06-14,CBL-AL,Cable,Aluminium cable,Mumbai,kg,109.67,116.84,6.54,98.7,126.19,REC1003,synthetic_calibrated
PRC0064980,2026-06-14,CBL-AL,Cable,Aluminium cable,Nagpur,kg,100.06,106.6,6.54,90.05,115.13,REC1001,synthetic_calibrated
PRC0064249,2026-06-14,CBL-AL,Cable,Aluminium cable,Nashik,kg,100.82,107.41,6.54,90.74,116.0,REC1042,synthetic_calibrated
PRC0062787,2026-06-14,CBL-AL,Cable,Aluminium cable,Pimpri-Chinchwad,kg,106.78,113.76,6.54,96.1,122.86,REC1009,synthetic_calibrated
PRC0062056,2026-06-14,CBL-AL,Cable,Aluminium cable,Pune,kg,106.17,113.11,6.54,95.55,122.16,REC1000,synthetic_calibrated
PRC0061325,2026-06-14,CBL-ARM,Cable,Armoured / data cable,Aurangabad,kg,126.87,136.55,7.63,114.18,147.47,REC1038,synthetic_calibrated
PRC0059132,2026-06-14,CBL-ARM,Cable,Armoured / data cable,Mumbai,kg,137.14,147.6,7.63,123.43,159.41,REC1003,synthetic_calibrated
PRC0060594,2026-06-14,CBL-ARM,Cable,Armoured / data cable,Nagpur,kg,130.62,140.58,7.63,117.56,151.83,REC1001,synthetic_calibrated
PRC0059863,2026-06-14,CBL-ARM,Cable,Armoured / data cable,Nashik,kg,125.44,135.01,7.63,112.9,145.81,REC1042,synthetic_calibrated
PRC0058401,2026-06-14,CBL-ARM,Cable,Armoured / data cable,Pimpri-Chinchwad,kg,134.44,144.69,7.62,121.0,156.27,REC1009,synthetic_calibrated
PRC0057670,2026-06-14,CBL-ARM,Cable,Armoured / data cable,Pune,kg,135.71,146.06,7.63,122.14,157.74,REC1000,synthetic_calibrated
PRC0056939,2026-06-14,CBL-CU,Cable,Copper household wire,Aurangabad,kg,258.68,272.77,5.45,232.81,294.59,REC1038,synthetic_calibrated
PRC0054746,2026-06-14,CBL-CU,Cable,Copper household wire,Mumbai,kg,294.47,310.51,5.45,265.02,335.35,REC1003,synthetic_calibrated
PRC0056208,2026-06-14,CBL-CU,Cable,Copper household wire,Nagpur,kg,260.14,274.31,5.45,234.13,296.25,REC1001,synthetic_calibrated
PRC0055477,2026-06-14,CBL-CU,Cable,Copper household wire,Nashik,kg,265.33,279.79,5.45,238.8,302.17,REC1042,synthetic_calibrated
PRC0054015,2026-06-14,CBL-CU,Cable,Copper household wire,Pimpri-Chinchwad,kg,281.39,296.72,5.45,253.25,320.46,REC1009,synthetic_calibrated
PRC0053284,2026-06-14,CBL-CU,Cable,Copper household wire,Pune,kg,294.42,310.46,5.45,264.98,335.3,REC1000,synthetic_calibrated
PRC0070097,2026-06-14,CBL-MIX,Cable,Mixed insulated,Aurangabad,kg,74.96,82.31,9.81,67.46,88.89,REC1038,synthetic_calibrated
PRC0067904,2026-06-14,CBL-MIX,Cable,Mixed insulated,Mumbai,kg,80.77,88.69,9.81,72.69,95.79,REC1003,synthetic_calibrated
PRC0069366,2026-06-14,CBL-MIX,Cable,Mixed insulated,Nagpur,kg,73.88,81.13,9.81,66.49,87.62,REC1001,synthetic_calibrated
PRC0068635,2026-06-14,CBL-MIX,Cable,Mixed insulated,Nashik,kg,74.35,81.64,9.8,66.91,88.17,REC1042,synthetic_calibrated
PRC0067173,2026-06-14,CBL-MIX,Cable,Mixed insulated,Pimpri-Chinchwad,kg,75.6,83.01,9.8,68.04,89.65,REC1009,synthetic_calibrated
PRC0066442,2026-06-14,CBL-MIX,Cable,Mixed insulated,Pune,kg,77.85,85.48,9.8,70.06,92.32,REC1000,synthetic_calibrated
PRC0004307,2026-06-14,CRT-CTV,CRT,Colour TV tube,Aurangabad,kg,12.22,16.31,33.47,11.0,17.61,REC1038,synthetic_calibrated
PRC0002114,2026-06-14,CRT-CTV,CRT,Colour TV tube,Mumbai,kg,14.22,18.98,33.47,12.8,20.5,REC1003,synthetic_calibrated
PRC0003576,2026-06-14,CRT-CTV,CRT,Colour TV tube,Nagpur,kg,12.79,17.07,33.46,11.51,18.44,REC1001,synthetic_calibrated
PRC0002845,2026-06-14,CRT-CTV,CRT,Colour TV tube,Nashik,kg,13.25,17.68,33.43,11.92,19.09,REC1042,synthetic_calibrated
PRC0001383,2026-06-14,CRT-CTV,CRT,Colour TV tube,Pimpri-Chinchwad,kg,14.05,18.75,33.45,12.65,20.25,REC1009,synthetic_calibrated
PRC0000652,2026-06-14,CRT-CTV,CRT,Colour TV tube,Pune,kg,13.26,17.7,33.48,11.93,19.12,REC1000,synthetic_calibrated
PRC0008693,2026-06-14,CRT-MON,CRT,Monochrome monitor tube,Aurangabad,kg,9.23,12.12,31.31,8.31,13.09,REC1038,synthetic_calibrated
PRC0006500,2026-06-14,CRT-MON,CRT,Monochrome monitor tube,Mumbai,kg,10.04,13.18,31.27,9.04,14.23,REC1003,synthetic_calibrated
PRC0007962,2026-06-14,CRT-MON,CRT,Monochrome monitor tube,Nagpur,kg,9.23,12.12,31.31,8.31,13.09,REC1001,synthetic_calibrated
PRC0007231,2026-06-14,CRT-MON,CRT,Monochrome monitor tube,Nashik,kg,9.17,12.04,31.3,8.25,13.0,REC1042,synthetic_calibrated
PRC0005769,2026-06-14,CRT-MON,CRT,Monochrome monitor tube,Pimpri-Chinchwad,kg,9.5,12.47,31.26,8.55,13.47,REC1009,synthetic_calibrated
PRC0005038,2026-06-14,CRT-MON,CRT,Monochrome monitor tube,Pune,kg,9.7,12.74,31.34,8.73,13.76,REC1000,synthetic_calibrated
PRC0013079,2026-06-14,CRT-YOK,CRT,Deflection yoke,Aurangabad,kg,41.45,47.71,15.1,37.31,51.53,REC1038,synthetic_calibrated
PRC0010886,2026-06-14,CRT-YOK,CRT,Deflection yoke,Mumbai,kg,45.79,52.71,15.11,41.21,56.93,REC1003,synthetic_calibrated
PRC0012348,2026-06-14,CRT-YOK,CRT,Deflection yoke,Nagpur,kg,40.59,46.72,15.1,36.53,50.46,REC1001,synthetic_calibrated
PRC0011617,2026-06-14,CRT-YOK,CRT,Deflection yoke,Nashik,kg,44.38,51.09,15.12,39.94,55.18,REC1042,synthetic_calibrated
PRC0010155,2026-06-14,CRT-YOK,CRT,Deflection yoke,Pimpri-Chinchwad,kg,45.73,52.64,15.11,41.16,56.85,REC1009,synthetic_calibrated
PRC0009424,2026-06-14,CRT-YOK,CRT,Deflection yoke,Pune,kg,45.91,52.85,15.12,41.32,57.08,REC1000,synthetic_calibrated
PRC0030623,2026-06-14,LCD-BLA,LCD/LED panel,Backlight assembly,Aurangabad,kg,37.92,44.89,18.38,34.13,48.48,REC1038,synthetic_calibrated
PRC0028430,2026-06-14,LCD-BLA,LCD/LED panel,Backlight assembly,Mumbai,kg,44.64,52.85,18.39,40.18,57.08,REC1003,synthetic_calibrated
PRC0029892,2026-06-14,LCD-BLA,LCD/LED panel,Backlight assembly,Nagpur,kg,39.61,46.89,18.38,35.65,50.64,REC1001,synthetic_calibrated
PRC0029161,2026-06-14,LCD-BLA,LCD/LED panel,Backlight assembly,Nashik,kg,41.72,49.39,18.38,37.55,53.34,REC1042,synthetic_calibrated
PRC0027699,2026-06-14,LCD-BLA,LCD/LED panel,Backlight assembly,Pimpri-Chinchwad,kg,38.9,46.05,18.38,35.01,49.73,REC1009,synthetic_calibrated
PRC0026968,2026-06-14,LCD-BLA,LCD/LED panel,Backlight assembly,Pune,kg,40.03,47.39,18.39,36.03,51.18,REC1000,synthetic_calibrated
PRC0017465,2026-06-14,LCD-LAP,LCD/LED panel,Laptop panel,Aurangabad,kg,33.92,41.62,22.7,30.53,44.95,REC1038,synthetic_calibrated
PRC0015272,2026-06-14,LCD-LAP,LCD/LED panel,Laptop panel,Mumbai,kg,38.49,47.23,22.71,34.64,51.01,REC1003,synthetic_calibrated
PRC0016734,2026-06-14,LCD-LAP,LCD/LED panel,Laptop panel,Nagpur,kg,34.03,41.76,22.72,30.63,45.1,REC1001,synthetic_calibrated
PRC0016003,2026-06-14,LCD-LAP,LCD/LED panel,Laptop panel,Nashik,kg,35.71,43.82,22.71,32.14,47.33,REC1042,synthetic_calibrated
PRC0014541,2026-06-14,LCD-LAP,LCD/LED panel,Laptop panel,Pimpri-Chinchwad,kg,36.56,44.86,22.7,32.9,48.45,REC1009,synthetic_calibrated
PRC0013810,2026-06-14,LCD-LAP,LCD/LED panel,Laptop panel,Pune,kg,36.66,44.99,22.72,32.99,48.59,REC1000,synthetic_calibrated
PRC0021851,2026-06-14,LCD-MON,LCD/LED panel,Monitor panel,Aurangabad,kg,28.11,34.19,21.63,25.3,36.93,REC1038,synthetic_calibrated
PRC0019658,2026-06-14,LCD-MON,LCD/LED panel,Monitor panel,Mumbai,kg,31.64,38.48,21.62,28.48,41.56,REC1003,synthetic_calibrated
PRC0021120,2026-06-14,LCD-MON,LCD/LED panel,Monitor panel,Nagpur,kg,28.08,34.15,21.62,25.27,36.88,REC1001,synthetic_calibrated
PRC0020389,2026-06-14,LCD-MON,LCD/LED panel,Monitor panel,Nashik,kg,29.63,36.04,21.63,26.67,38.92,REC1042,synthetic_calibrated
PRC0018927,2026-06-14,LCD-MON,LCD/LED panel,Monitor panel,Pimpri-Chinchwad,kg,32.21,39.18,21.64,28.99,42.31,REC1009,synthetic_calibrated
PRC0018196,2026-06-14,LCD-MON,LCD/LED panel,Monitor panel,Pune,kg,31.38,38.17,21.64,28.24,41.22,REC1000,synthetic_calibrated
PRC0026237,2026-06-14,LCD-TV,LCD/LED panel,TV panel,Aurangabad,kg,24.64,29.7,20.54,22.18,32.08,REC1038,synthetic_calibrated
PRC0024044,2026-06-14,LCD-TV,LCD/LED panel,TV panel,Mumbai,kg,26.23,31.62,20.55,23.61,34.15,REC1003,synthetic_calibrated
PRC0025506,2026-06-14,LCD-TV,LCD/LED panel,TV panel,Nagpur,kg,24.2,29.17,20.54,21.78,31.5,REC1001,synthetic_calibrated
PRC0024775,2026-06-14,LCD-TV,LCD/LED panel,TV panel,Nashik,kg,24.51,29.55,20.56,22.06,31.91,REC1042,synthetic_calibrated
PRC0023313,2026-06-14,LCD-TV,LCD/LED panel,TV panel,Pimpri-Chinchwad,kg,25.53,30.78,20.56,22.98,33.24,REC1009,synthetic_calibrated
PRC0022582,2026-06-14,LCD-TV,LCD/LED panel,TV panel,Pune,kg,25.14,30.31,20.56,22.63,32.73,REC1000,synthetic_calibrated
PRC0105185,2026-06-14,MTR-CMP,Motor & magnet-bearing,Compressor motor,Aurangabad,kg,57.83,68.54,18.52,52.05,74.02,REC1038,synthetic_calibrated
PRC0102992,2026-06-14,MTR-CMP,Motor & magnet-bearing,Compressor motor,Mumbai,kg,63.01,74.68,18.52,56.71,80.65,REC1003,synthetic_calibrated
PRC0104454,2026-06-14,MTR-CMP,Motor & magnet-bearing,Compressor motor,Nagpur,kg,58.91,69.82,18.52,53.02,75.41,REC1001,synthetic_calibrated
PRC0103723,2026-06-14,MTR-CMP,Motor & magnet-bearing,Compressor motor,Nashik,kg,56.61,67.1,18.53,50.95,72.47,REC1042,synthetic_calibrated
PRC0102261,2026-06-14,MTR-CMP,Motor & magnet-bearing,Compressor motor,Pimpri-Chinchwad,kg,63.09,74.78,18.53,56.78,80.76,REC1009,synthetic_calibrated
PRC0101530,2026-06-14,MTR-CMP,Motor & magnet-bearing,Compressor motor,Pune,kg,60.64,71.87,18.52,54.58,77.62,REC1000,synthetic_calibrated
PRC0092027,2026-06-14,MTR-HDD,Motor & magnet-bearing,HDD assembly,Aurangabad,kg,130.4,164.5,26.15,117.36,177.66,REC1038,synthetic_calibrated
PRC0089834,2026-06-14,MTR-HDD,Motor & magnet-bearing,HDD assembly,Mumbai,kg,157.66,198.89,26.15,141.89,214.8,REC1003,synthetic_calibrated
PRC0091296,2026-06-14,MTR-HDD,Motor & magnet-bearing,HDD assembly,Nagpur,kg,143.36,180.85,26.15,129.02,195.32,REC1001,synthetic_calibrated
PRC0090565,2026-06-14,MTR-HDD,Motor & magnet-bearing,HDD assembly,Nashik,kg,138.01,174.1,26.15,124.21,188.03,REC1042,synthetic_calibrated
PRC0089103,2026-06-14,MTR-HDD,Motor & magnet-bearing,HDD assembly,Pimpri-Chinchwad,kg,144.57,182.38,26.15,130.11,196.97,REC1009,synthetic_calibrated
PRC0088372,2026-06-14,MTR-HDD,Motor & magnet-bearing,HDD assembly,Pune,kg,143.44,180.95,26.15,129.1,195.43,REC1000,synthetic_calibrated
PRC0100799,2026-06-14,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Aurangabad,kg,68.88,83.14,20.7,61.99,89.79,REC1038,synthetic_calibrated
PRC0098606,2026-06-14,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Mumbai,kg,73.85,89.14,20.7,66.46,96.27,REC1003,synthetic_calibrated
PRC0100068,2026-06-14,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Nagpur,kg,65.57,79.14,20.7,59.01,85.47,REC1001,synthetic_calibrated
PRC0099337,2026-06-14,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Nashik,kg,70.32,84.88,20.71,63.29,91.67,REC1042,synthetic_calibrated
PRC0097875,2026-06-14,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Pimpri-Chinchwad,kg,70.05,84.55,20.7,63.04,91.31,REC1009,synthetic_calibrated
