txn_id,lot_image_ref,lot_id,collector_id,recycler_id,material_category,material_code,weight_kg,weight_verified_kg,quoted_price,final_price,informal_benchmark_value,collection_city,collection_lat,collection_lng,handover_lat,handover_lng,handover_distance_km,quoted_at,handed_over_at,confirmed_at,settled_at,payment_mode,payment_status,txn_status,pickup_by_recycler,recycler_authorisation_at_txn,recycler_authorised_at_txn,is_anomaly,anomaly_type
TXN507043,img/lots/117824.jpg,LOT117824,COL2139,REC1025,Motor & magnet-bearing,MTR-HDD,19.2,17.6,3691.89,3339.7,3037.82,Mumbai,19.095936,72.838621,19.118039,73.013026,18.49,2025-10-22T13:05,2025-10-25T05:38,2025-10-25T19:37,2025-10-27T08:03,cash,paid,settled,False,active,True,False,
TXN507044,img/lots/110515.jpg,LOT110515,COL2139,REC1028,Cable,CBL-ARM,54.2,55.7,9126.96,9537.28,7784.2,Mumbai,19.12178,72.836468,19.117684,73.009673,18.2,2025-10-23T04:26,2025-10-27T04:21,2025-10-27T17:49,2025-10-29T05:22,upi,paid,settled,False,active,True,False,
TXN507045,img/lots/102920.jpg,LOT102920,COL2168,REC1047,Cable,CBL-CU,8.4,8.0,2385.05,2174.29,2352.17,Pimpri-Chinchwad,18.644063,73.81534,18.665448,73.756097,6.68,2025-10-22T10:50,2025-10-25T16:19,2025-10-26T07:42,2025-10-27T21:37,cash,paid,settled,False,active,True,False,
TXN507046,img/lots/107886.jpg,LOT107886,COL2139,REC1073,Battery,BAT-NIMH,3.3,3.3,251.67,248.15,209.95,Mumbai,19.085456,72.834089,19.067752,73.07251,25.13,2025-10-22T23:09,2025-10-25T07:18,2025-10-26T00:18,2025-10-28T16:40,cash,paid,settled,False,active,True,False,
TXN507047,img/lots/100055.jpg,LOT100055,COL2370,REC1063,CRT,CRT-MON,59.8,58.9,891.59,859.24,663.18,Mumbai,19.043499,72.917717,19.130163,73.018162,14.29,2025-10-23T06:15,2025-10-26T03:36,2025-10-26T20:18,2025-10-30T19:23,cash,paid,settled,True,expiring_soon,True,False,
TXN507048,img/lots/111955.jpg,LOT111955,COL2170,REC1002,CRT,CRT-YOK,30.4,29.1,1667.37,1570.12,1413.3,Nagpur,21.113242,79.135895,21.234049,78.898754,28.02,2025-10-22T16:14,2025-10-25T02:58,2025-10-25T19:18,2025-10-26T00:08,upi,paid,settled,True,active,True,False,
TXN507049,img/lots/110411.jpg,LOT110411,COL2144,REC1069,CRT,CRT-YOK,49.2,49.9,2548.3,2553.11,2143.15,Nashik,20.009084,73.770725,19.961843,73.714173,7.91,2025-10-23T04:00,2025-10-26T15:47,2025-10-27T07:59,2025-10-28T08:43,cash,paid,settled,True,active,True,False,
TXN507050,img/lots/100067.jpg,LOT100067,COL2202,REC1046,LCD/LED panel,LCD-TV,10.6,10.2,326.0,326.67,282.07,Aurangabad,19.888483,75.337167,19.892702,75.483491,15.31,2025-10-23T09:27,2025-10-25T16:57,2025-10-25T19:41,2025-10-25T20:20,cash,paid,settled,False,active,True,False,
TXN507051,img/lots/116374.jpg,LOT116374,COL2068,REC1061,Mixed plastic,PLA-HIPS,10.0,10.1,326.11,324.5,285.1,Nashik,20.078649,73.775985,19.976167,73.716182,13.0,2025-10-23T14:07,,,,cash,not_due,matched,True,expiring_soon,True,False,
TXN507052,img/lots/114130.jpg,LOT114130,COL2031,REC1072,Motor & magnet-bearing,MTR-SML,12.5,11.6,1164.64,1031.17,962.37,Pune,18.581013,73.932113,18.753425,74.24613,38.23,2025-10-22T17:00,,,,cash,not_due,matched,False,active,True,False,
TXN507053,img/lots/112901.jpg,LOT112901,COL2220,REC1049,Cable,CBL-CU,50.5,50.8,15570.92,15702.28,14150.1,Nashik,19.997447,73.791057,20.019415,73.748253,5.1,2025-10-22T19:15,,,,cash,not_due,quoted,False,suspended,False,False,
TXN507054,img/lots/115525.jpg,LOT115525,COL2164,REC1025,Mixed plastic,PLA-ABS,69.3,62.5,2793.35,2519.58,2586.28,Mumbai,19.136979,72.87297,19.118039,73.013026,14.86,2025-10-22T19:39,2025-10-26T01:57,2025-10-26T08:02,2025-10-26T13:07,upi,paid,settled,False,active,True,False,
TXN507055,img/lots/117042.jpg,LOT117042,COL2350,REC1038,LCD/LED panel,LCD-BLA,19.6,18.5,1014.4,487.99,841.82,Aurangabad,19.825127,75.388782,19.870816,75.388885,5.08,2025-10-22T13:05,2025-10-24T19:30,2025-10-24T21:23,2025-10-24T23:33,cash,paid,settled,False,active,True,True,price_out_of_band
TXN507056,img/lots/100443.jpg,LOT100443,COL2168,REC1009,Mixed plastic,PLA-MIX,25.0,24.6,339.81,326.02,321.25,Pimpri-Chinchwad,18.624524,73.818225,18.624229,73.812682,0.58,2025-10-23T09:10,,,,cash,not_due,quoted,False,expiring_soon,True,False,
TXN507057,img/lots/113543.jpg,LOT113543,COL2332,REC1033,LCD/LED panel,LCD-BLA,17.9,18.4,951.35,986.47,780.26,Nagpur,21.152591,79.033774,21.260233,78.923009,16.59,2025-10-23T17:45,2025-10-24T02:29,2025-10-24T09:34,2025-10-24T17:30,cash,paid,settled,False,active,True,False,
TXN507058,img/lots/109899.jpg,LOT109899,COL2139,REC1012,Cable,CBL-AL,84.8,82.2,10882.94,10693.27,10069.15,Mumbai,19.053233,72.839923,19.051579,72.877861,3.99,2025-10-22T21:57,2025-10-25T23:04,2025-10-26T10:28,2025-10-26T23:23,cash,paid,settled,False,active,True,False,
TXN507059,img/lots/112956.jpg,LOT112956,COL2350,REC1046,Mixed plastic,PLA-HIPS,50.2,48.3,1457.74,1460.24,1371.46,Aurangabad,19.795563,75.300471,19.892702,75.483491,21.98,2025-10-22T16:36,,,,cash,not_due,matched,False,active,True,False,
TXN507060,img/lots/103604.jpg,LOT103604,COL2137,REC1051,Cable,CBL-CU,19.7,19.9,5946.2,2923.06,5519.94,Nashik,20.081145,73.796187,19.987342,73.74065,11.94,2025-10-23T14:31,2025-10-25T12:03,2025-10-25T20:54,,cash,partial,confirmed,True,active,True,True,price_out_of_band
TXN507061,img/lots/110998.jpg,LOT110998,COL2005,REC1057,Cable,CBL-ARM,30.8,31.1,4257.97,4263.49,4211.28,Pune,18.563239,73.773839,18.756525,74.254744,55.03,2025-10-23T19:04,2025-10-27T15:52,,,cash,pending,handed_over,False,active,True,False,
TXN507062,img/lots/118730.jpg,LOT118730,COL2337,REC1046,Mixed plastic,PLA-MIX,71.3,70.2,925.14,890.43,879.13,Aurangabad,19.92901,75.414847,19.892702,75.483491,8.23,2025-10-23T02:55,2025-10-24T03:14,2025-10-24T19:18,2025-10-24T21:54,cash,paid,settled,False,active,True,False,
TXN507063,img/lots/117106.jpg,LOT117106,COL2206,REC1052,LCD/LED panel,LCD-BLA,19.7,20.7,1064.95,1088.41,958.21,Mumbai,19.045003,72.966689,19.05694,72.918592,5.23,2025-10-23T01:54,2025-10-23T09:52,2025-10-24T04:02,2025-10-24T05:30,cash,paid,settled,True,active,True,False,
TXN507064,img/lots/112143.jpg,LOT112143,COL2011,REC1014,Cable,CBL-ARM,30.1,29.7,4382.76,4297.73,3902.77,Nagpur,21.067439,79.042053,21.127708,78.961071,10.75,2025-10-23T06:56,2025-10-27T04:04,2025-10-27T18:05,2025-10-27T19:16,upi,paid,settled,False,expiring_soon,True,False,
TXN507065,img/lots/107433.jpg,LOT107433,COL2156,REC1022,Cable,CBL-MIX,42.1,40.5,4083.03,3786.03,3445.46,Pune,18.516464,73.893395,18.487957,73.956083,7.33,2025-10-23T16:17,2025-10-27T07:53,2025-10-28T03:12,2025-10-28T05:02,upi,paid,settled,True,active,True,False,
TXN507066,img/lots/110248.jpg,LOT110248,COL2168,REC1032,Cable,CBL-ARM,21.3,20.8,3263.47,3236.29,2965.81,Pimpri-Chinchwad,18.628008,73.803478,18.620266,73.821743,2.11,2025-10-23T11:18,2025-10-27T10:42,2025-10-28T03:15,2025-10-28T16:33,cash,paid,settled,False,active,True,False,
TXN507067,img/lots/104745.jpg,LOT104745,COL2016,REC1005,PCB,PCB-MIX,5.9,6.1,2575.97,2593.09,1981.63,Pune,18.505285,73.871312,18.508503,73.926714,5.85,2025-10-24T05:24,2025-10-26T06:51,2025-10-27T00:59,2025-10-27T10:24,upi,paid,settled,False,expiring_soon,True,False,
TXN507068,img/lots/108784.jpg,LOT108784,COL2181,REC1042,PCB,PCB-MIX,7.1,7.1,3283.98,3358.95,2541.44,Nashik,20.006414,73.798021,20.007228,73.704275,9.8,2025-10-23T08:58,2025-10-25T07:51,2025-10-26T00:18,2025-10-29T01:25,upi,paid,settled,True,active,True,False,
TXN507069,img/lots/105938.jpg,LOT105938,COL2350,REC1046,Mixed plastic,PLA-HIPS,173.7,174.6,5020.67,4990.87,4722.9,Aurangabad,19.921851,75.349252,19.892702,75.483491,14.4,2025-10-24T12:56,2025-10-28T12:17,2025-10-28T20:29,,cash,pending,confirmed,False,active,True,False,
TXN507070,img/lots/104598.jpg,LOT104598,COL2129,REC1022,Cable,CBL-MIX,40.9,39.3,3966.65,3683.27,3347.26,Pune,18.522159,73.843735,18.487957,73.956083,12.44,2025-10-24T01:00,2025-10-24T23:19,2025-10-25T00:51,,cash,pending,confirmed,False,active,True,False,
TXN507071,img/lots/100632.jpg,LOT100632,COL2268,REC1057,CRT,CRT-MON,111.6,111.7,1465.51,1469.32,1187.42,Pune,18.527158,73.863214,20.029076,73.801383,167.13,2025-10-24T12:39,2025-10-27T22:38,2025-10-28T03:35,2025-10-30T01:09,cash,paid,settled,False,active,True,True,impossible_geography
TXN507072,img/lots/111405.jpg,LOT111405,COL2315,REC1069,CRT,CRT-YOK,51.1,48.4,2834.62,2729.68,2383.82,Nashik,19.916292,73.806311,19.961843,73.714173,10.88,2025-10-23T12:47,2025-10-26T03:13,2025-10-26T04:50,2025-10-28T23:46,cash,paid,settled,True,active,True,False,
TXN507073,img/lots/117890.jpg,LOT117890,COL2387,REC1069,Cable,CBL-MIX,25.5,25.8,2349.13,2313.78,2072.64,Nashik,20.006921,73.843083,19.961843,73.714173,14.37,2025-10-24T13:59,,,,cash,not_due,matched,False,active,True,False,
TXN507074,img/lots/107818.jpg,LOT107818,COL2061,REC1019,Cable,CBL-CU,7.0,6.7,2446.0,2358.45,2083.13,Mumbai,19.077593,72.894246,19.197379,73.19812,34.59,2025-10-23T22:11,2025-10-25T16:04,2025-10-26T01:49,2025-10-26T04:59,cash,paid,settled,False,active,True,False,
TXN507075,img/lots/118427.jpg,LOT118427,COL2139,REC1063,Cable,CBL-AL,13.7,13.3,1682.62,1636.12,1543.17,Mumbai,19.053928,72.953767,19.130163,73.018162,10.85,2025-10-24T06:07,2025-10-28T00:09,2025-10-28T14:47,2025-10-31T18:46,cash,paid,settled,True,expiring_soon,True,False,
TXN507076,img/lots/113305.jpg,LOT113305,COL2217,REC1046,LCD/LED panel,LCD-TV,26.5,25.6,777.39,0.0,672.84,Aurangabad,19.888987,75.345296,19.892702,75.483491,14.46,2025-10-23T20:25,,,,cash,not_due,cancelled,False,active,True,False,
TXN507077,img/lots/101669.jpg,LOT101669,COL2129,REC1060,Battery,BAT-BTN,15.0,14.6,642.11,615.57,530.7,Pune,18.561387,73.901205,18.635023,73.817644,12.02,2025-10-24T13:03,2025-10-25T04:52,2025-10-25T16:07,2025-10-28T10:46,cash,paid,settled,True,active,True,False,
TXN507078,img/lots/110245.jpg,LOT110245,COL2332,REC1013,Cable,CBL-CU,110.9,115.3,33475.81,35545.18,31229.44,Nagpur,21.134612,79.096758,21.224069,78.915987,21.22,2025-10-24T03:06,2025-10-26T21:14,2025-10-27T00:51,2025-10-27T01:40,cash,paid,settled,False,active,True,False,
TXN507079,img/lots/108370.jpg,LOT108370,COL2191,REC1050,Motor & magnet-bearing,MTR-HDD,52.4,52.2,9777.27,9665.49,7634.16,Pimpri-Chinchwad,18.610878,73.741361,18.60717,73.817319,8.02,2025-10-23T18:16,2025-10-26T15:50,2025-10-27T01:32,2025-10-27T10:11,cash,paid,settled,False,active,True,True,duplicate_photo
TXN507080,img/lots/107552.jpg,LOT107552,COL2040,REC1042,Cable,CBL-ARM,21.2,20.4,3069.23,3024.23,2850.55,Nashik,20.019726,73.825281,20.007228,73.704275,12.72,2025-10-23T20:41,2025-10-24T23:25,2025-10-25T02:10,2025-10-25T09:11,upi,paid,settled,True,active,True,False,
TXN507081,img/lots/107888.jpg,LOT107888,COL2084,REC1059,Battery,BAT-NIMH,11.7,11.3,883.46,830.76,673.92,Aurangabad,19.840758,75.294638,19.884991,75.415283,13.54,2025-10-24T18:38,,,,upi,not_due,quoted,False,active,True,False,
TXN507082,img/lots/119313.jpg,LOT119313,COL2350,REC1062,Cable,CBL-AL,12.6,12.5,1402.45,1391.8,1330.43,Aurangabad,19.883488,75.322372,19.872958,75.461709,14.62,2025-10-23T21:29,2025-10-24T03:43,2025-10-24T19:38,2025-10-25T08:37,cash,paid,settled,False,active,True,False,
TXN507083,img/lots/108302.jpg,LOT108302,COL2063,REC1069,PCB,PCB-MBH,9.8,9.7,8245.41,0.0,6235.45,Nashik,19.936579,73.709848,19.961843,73.714173,2.85,2025-10-24T11:08,,,,upi,not_due,cancelled,True,active,True,False,
TXN507084,img/lots/107260.jpg,LOT107260,COL2063,REC1061,Mixed plastic,PLA-HIPS,61.9,63.8,2000.75,2055.63,1749.29,Nashik,20.028861,73.770712,19.976167,73.716182,8.17,2025-10-23T19:25,2025-10-26T17:52,2025-10-26T18:59,2025-10-27T09:59,cash,paid,settled,False,expiring_soon,True,False,
TXN507085,img/lots/106354.jpg,LOT106354,COL2332,REC1066,Mixed plastic,PLA-PCABS,114.9,115.4,5021.98,4922.91,4422.5,Nagpur,21.11028,79.044969,21.249439,78.918489,20.28,2025-10-23T18:07,2025-10-24T04:21,2025-10-24T13:11,2025-10-24T14:40,cash,paid,settled,False,active,True,False,
TXN507086,img/lots/100597.jpg,LOT100597,COL2040,REC1042,Motor & magnet-bearing,MTR-HDD,11.9,12.3,2168.33,2275.15,1720.15,Nashik,20.013073,73.777981,20.007228,73.704275,7.73,2025-10-24T19:31,,,,cash,not_due,matched,True,active,True,False,
TXN507087,img/lots/105582.jpg,LOT105582,COL2265,REC1024,Battery,BAT-LI,8.2,8.1,1008.39,1037.39,744.64,Pune,18.519618,73.873553,18.525282,73.926857,5.66,2025-10-24T07:38,2025-10-24T19:26,2025-10-25T05:02,2025-10-25T06:33,cash,paid,settled,False,expiring_soon,True,False,
TXN507088,img/lots/106007.jpg,LOT106007,COL2013,REC1013,Cable,CBL-MIX,116.2,109.4,9573.39,9141.6,8579.05,Nagpur,21.099089,79.034819,21.224069,78.915987,18.57,2025-10-24T00:39,2025-10-26T06:03,2025-10-26T17:13,2025-10-26T19:55,upi,paid,settled,False,active,True,False,
TXN507089,img/lots/104010.jpg,LOT104010,COL2332,REC1017,LCD/LED panel,LCD-LAP,27.7,27.9,1178.23,1150.44,1003.02,Nagpur,21.116729,79.057666,20.924287,79.001457,22.18,2025-10-23T21:36,2025-10-24T17:19,2025-10-24T21:40,2025-10-25T23:01,upi,paid,settled,True,active,True,False,
TXN507090,img/lots/111336.jpg,LOT111336,COL2138,REC1027,Motor & magnet-bearing,MTR-SML,108.6,105.3,10135.35,9952.68,8212.33,Pune,18.519345,73.789724,18.496782,73.904909,12.4,2025-10-25T11:54,2025-10-29T11:27,2025-10-29T14:00,,cash,pending,confirmed,False,active,True,False,
TXN507091,img/lots/116380.jpg,LOT116380,COL2257,REC1015,Battery,BAT-NIMH,6.6,6.8,510.48,520.17,423.19,Pune,18.510205,73.834828,18.490549,73.938886,11.19,2025-10-24T21:43,2025-10-28T01:27,2025-10-28T04:21,2025-10-29T03:01,upi,paid,settled,False,active,True,False,
TXN507092,img/lots/114547.jpg,LOT114547,COL2139,REC1028,Cable,CBL-ARM,6.2,6.1,1073.57,1043.93,915.68,Mumbai,19.0719,72.880843,19.117684,73.009673,14.46,2025-10-25T14:55,,,,cash,not_due,matched,True,active,True,False,
TXN507093,img/lots/117875.jpg,LOT117875,COL2040,REC1069,PCB,PCB-MBH,10.8,10.3,9071.16,0.0,6854.0,Nashik,20.057056,73.813525,19.961843,73.714173,14.83,2025-10-24T22:56,,,,cash,not_due,cancelled,True,active,True,False,
TXN507094,img/lots/100501.jpg,LOT100501,COL2139,REC1036,Battery,BAT-BTN,7.0,6.7,324.78,315.73,243.46,Mumbai,19.118571,72.844842,19.220159,73.168645,35.84,2025-10-24T11:57,2025-10-25T12:45,2025-10-26T07:44,2025-10-27T05:44,cash,paid,settled,False,expiring_soon,True,False,
TXN507095,img/lots/114168.jpg,LOT114168,COL2139,REC1052,LCD/LED panel,LCD-BLA,11.9,12.0,609.33,579.9,548.47,Mumbai,19.074128,72.838928,19.05694,72.918592,8.59,2025-10-24T21:35,2025-10-28T12:23,,,upi,pending,handed_over,True,active,True,False,
TXN507096,img/lots/114261.jpg,LOT114261,COL2040,REC1069,Cable,CBL-MIX,23.3,23.3,1990.74,2015.74,1756.35,Nashik,19.911029,73.807249,19.961843,73.714173,11.25,2025-10-24T17:24,2025-10-26T00:43,2025-10-26T14:38,2025-10-28T07:27,cash,paid,settled,True,active,True,False,
TXN507097,img/lots/113686.jpg,LOT113686,COL2230,REC1011,PCB,PCB-GPU,16.6,16.8,17916.64,17832.74,13613.16,Pune,18.539892,73.908585,18.505498,73.917334,3.93,2025-10-25T17:04,2025-10-28T19:42,2025-10-29T11:11,2025-11-02T15:20,cash,paid,settled,False,active,True,False,
TXN507098,img/lots/101397.jpg,LOT101397,COL2056,REC1055,PCB,PCB-RAM,23.2,23.5,62225.33,61640.19,46826.42,Pune,18.514009,73.828895,18.512157,73.91829,9.43,2025-10-25T10:44,2025-10-27T21:44,2025-10-27T22:13,2025-10-29T06:17,cash,paid,settled,False,active,True,False,
TXN507099,img/lots/102361.jpg,LOT102361,COL2199,REC1002,Cable,CBL-MIX,36.6,37.3,3185.77,3193.33,2832.84,Nagpur,21.144581,79.09348,21.234049,78.898754,22.51,2025-10-24T22:40,2025-10-25T01:39,2025-10-25T12:36,2025-10-25T13:52,cash,paid,settled,False,active,True,False,
TXN507100,img/lots/116705.jpg,LOT116705,COL2043,REC1021,PCB,PCB-GPU,7.5,7.6,7563.54,7513.29,6150.53,Pune,18.603457,73.818514,18.795498,73.884911,22.47,2025-10-25T08:52,2025-10-29T05:51,2025-10-29T22:22,2025-10-29T23:29,cash,paid,settled,True,expiring_soon,True,False,
TXN507101,img/lots/100570.jpg,LOT100570,COL2005,REC1011,Cable,CBL-CU,13.8,13.1,4337.22,4112.07,3972.05,Pune,18.518211,73.814543,18.505498,73.917334,10.93,2025-10-25T10:34,2025-10-27T13:47,2025-10-28T01:48,2025-10-30T01:33,cash,paid,settled,True,active,True,False,
TXN507102,img/lots/102199.jpg,LOT102199,COL2139,REC1073,LCD/LED panel,LCD-MON,10.3,9.5,416.03,378.58,340.93,Mumbai,19.119365,72.908025,19.067752,73.07251,18.21,2025-10-25T08:20,2025-10-27T18:16,2025-10-28T10:47,,upi,paid,confirmed,False,active,True,False,
TXN507103,img/lots/119860.jpg,LOT119860,COL2360,REC1014,Mixed plastic,PLA-MIX,60.2,56.7,863.54,800.68,753.7,Nagpur,21.111127,79.11252,21.127708,78.961071,15.82,2025-10-25T06:41,2025-10-25T21:28,2025-10-26T08:40,2025-10-26T13:43,cash,paid,settled,False,expiring_soon,True,False,
TXN507104,img/lots/106659.jpg,LOT106659,COL2088,REC1066,Battery,BAT-BTN,17.3,17.1,691.12,662.54,555.68,Nagpur,21.133464,79.026583,21.249439,78.918489,17.08,2025-10-25T19:26,,,,upi,not_due,quoted,False,active,True,False,
TXN507105,img/lots/113478.jpg,LOT113478,COL2139,REC1003,PCB,PCB-MBH,7.7,7.7,6340.71,6409.22,5259.33,Mumbai,19.028826,72.920579,19.042535,73.082611,17.1,2025-10-25T15:14,2025-10-27T12:38,2025-10-28T00:26,2025-10-28T00:58,cash,paid,settled,False,active,True,False,
TXN507106,img/lots/116557.jpg,LOT116557,COL2139,REC1028,Battery,BAT-BTN,4.6,4.6,215.8,218.33,159.99,Mumbai,19.053791,72.891724,19.117684,73.009673,14.29,2025-10-25T18:17,2025-10-29T11:19,2025-10-29T20:40,2025-10-31T05:43,upi,paid,settled,True,active,True,False,
TXN507107,img/lots/110611.jpg,LOT110611,COL2357,REC1071,Motor & magnet-bearing,MTR-SML,6.3,6.1,564.99,539.24,476.41,Pune,18.451226,73.91138,18.505354,73.914564,6.03,2025-10-25T21:26,,,,upi,not_due,matched,False,active,True,False,
TXN507108,img/lots/117104.jpg,LOT117104,COL2361,REC1031,Cable,CBL-CU,8.9,8.8,2711.31,2632.78,2649.26,Mumbai,19.14021,72.805285,19.05,72.861409,11.64,2025-10-25T07:17,2025-10-29T01:51,2025-10-29T04:26,2025-10-30T00:14,cash,paid,settled,True,expiring_soon,True,False,
TXN507109,img/lots/107377.jpg,LOT107377,COL2205,REC1000,Mixed plastic,PLA-PCABS,17.1,17.3,731.99,738.06,674.94,Pune,18.511821,73.842737,18.491869,73.946043,11.12,2025-10-25T14:39,,,,upi,not_due,quoted,True,expiring_soon,True,False,
TXN507110,img/lots/100071.jpg,LOT100071,COL2258,REC1034,Mixed plastic,PLA-HIPS,20.2,20.8,628.39,643.14,593.27,Mumbai,19.094586,72.838646,19.061762,73.088075,26.46,2025-10-25T13:56,2025-10-27T08:01,2025-10-27T22:48,2025-10-28T11:49,upi,paid,settled,True,active,True,False,
TXN507111,img/lots/114963.jpg,LOT114963,COL2071,REC1065,CRT,CRT-CTV,21.5,20.6,413.78,406.8,324.0,Pune,18.506649,73.822276,18.742296,73.879172,26.88,2025-10-25T14:28,2025-10-29T12:39,2025-10-30T01:02,2025-10-30T10:32,cash,paid,settled,True,expired,False,False,
TXN507112,img/lots/116872.jpg,LOT116872,COL2261,REC1037,Mixed plastic,PLA-ABS,17.1,17.9,743.64,768.63,644.67,Mumbai,19.129779,72.904781,19.053222,73.10613,22.81,2025-10-25T14:11,2025-10-27T22:39,2025-10-28T17:48,2025-10-29T03:04,upi,paid,settled,False,active,True,False,
TXN507113,img/lots/112140.jpg,LOT112140,COL2314,REC1025,Cable,CBL-MIX,15.3,15.9,1360.11,1412.59,1284.59,Mumbai,19.021584,72.896505,19.118039,73.013026,16.28,2025-10-25T04:57,,,,cash,not_due,quoted,False,active,True,False,
TXN507114,img/lots/102097.jpg,LOT102097,COL2322,REC1065,CRT,CRT-YOK,81.2,77.9,4406.84,4183.22,3999.91,Pune,18.525642,73.819167,18.742296,73.879172,24.91,2025-10-25T16:59,2025-10-26T00:40,2025-10-26T11:20,2025-10-27T03:50,cash,paid,settled,True,expired,False,False,
TXN507115,img/lots/112752.jpg,LOT112752,COL2108,REC1028,Cable,CBL-AL,39.3,38.8,5324.21,5210.53,4586.7,Mumbai,19.064671,72.841987,19.117684,73.009673,18.58,2025-10-26T00:24,2025-10-26T07:28,2025-10-26T12:54,2025-10-27T02:23,upi,paid,settled,False,active,True,False,
TXN507116,img/lots/100880.jpg,LOT100880,COL2139,REC1016,Motor & magnet-bearing,MTR-SML,9.7,9.0,924.22,863.65,791.91,Mumbai,19.120573,72.871521,19.09417,72.984504,12.23,2025-10-25T19:17,2025-10-28T03:40,2025-10-28T09:47,,upi,pending,confirmed,False,active,True,False,
TXN507117,img/lots/113358.jpg,LOT113358,COL2330,REC1031,Battery,BAT-PB,5.3,5.6,472.12,496.15,430.47,Mumbai,19.139395,72.856074,19.05,72.861409,9.96,2025-10-25T10:56,2025-10-26T11:33,,,upi,pending,handed_over,True,expiring_soon,True,False,
TXN507118,img/lots/103087.jpg,LOT103087,COL2207,REC1072,CRT,CRT-CTV,76.7,208.8,1539.36,1621.13,1148.97,Pune,18.518789,73.85026,18.753425,74.24613,49.2,2025-10-26T05:29,2025-10-28T20:30,2025-10-29T06:49,2025-10-31T14:19,upi,paid,settled,False,active,True,True,weight_value_mismatch
TXN507119,img/lots/103331.jpg,LOT103331,COL2129,REC1015,Mixed plastic,PLA-HIPS,85.2,85.8,2698.59,0.0,2411.16,Pune,18.518257,73.905177,18.490549,73.938886,4.7,2025-10-26T13:44,,,,cash,not_due,cancelled,False,active,True,False,
TXN507120,img/lots/107831.jpg,LOT107831,COL2139,REC1016,PCB,PCB-GPU,40.2,38.7,40697.4,39373.97,33092.24,Mumbai,19.077771,72.835246,19.09417,72.984504,15.79,2025-10-25T09:36,2025-10-29T04:52,2025-10-29T11:45,,cash,partial,confirmed,False,active,True,False,
TXN507121,img/lots/102919.jpg,LOT102919,COL2386,REC1016,Motor & magnet-bearing,MTR-SML,12.0,12.0,1143.36,1170.7,979.68,Mumbai,18.991181,72.895905,19.09417,72.984504,14.76,2025-10-25T23:03,2025-10-29T01:52,2025-10-29T13:47,2025-10-29T16:07,cash,paid,settled,False,active,True,False,
TXN507122,img/lots/101781.jpg,LOT101781,COL2154,REC1042,Cable,CBL-MIX,4.3,4.0,383.29,356.7,348.9,Nashik,19.975397,73.790518,20.007228,73.704275,9.68,2025-10-25T17:56,2025-10-26T07:20,2025-10-26T17:15,2025-10-29T12:30,cash,paid,settled,False,active,True,False,
TXN507123,img/lots/107222.jpg,LOT107222,COL2047,REC1015,Motor & magnet-bearing,MTR-SPK,20.4,19.7,2700.36,2519.89,2140.57,Pune,18.498474,73.872485,18.490549,73.938886,7.06,2025-10-25T14:38,2025-10-25T20:23,2025-10-26T10:03,2025-10-26T19:43,upi,paid,settled,True,active,True,False,
TXN507124,img/lots/118178.jpg,LOT118178,COL2018,REC1055,Motor & magnet-bearing,MTR-SPK,15.1,46.2,2087.86,2046.84,1584.44,Pune,18.499226,73.829789,18.512157,73.91829,9.44,2025-10-26T14:23,2025-10-26T19:06,2025-10-27T06:27,,cash,paid,confirmed,False,active,True,True,weight_value_mismatch
TXN507125,img/lots/117380.jpg,LOT117380,COL2139,REC1012,Motor & magnet-bearing,MTR-HDD,51.7,51.6,10582.21,10222.39,8275.62,Mumbai,19.042585,72.966872,19.051579,72.877861,9.41,2025-10-26T06:30,2025-10-26T17:25,2025-10-26T18:10,2025-10-26T23:19,cash,paid,settled,False,active,True,False,
TXN507126,img/lots/101909.jpg,LOT101909,COL2151,REC1066,LCD/LED panel,LCD-BLA,41.3,40.1,2007.26,1948.8,1687.93,Nagpur,21.153459,79.068545,21.249439,78.918489,18.87,2025-10-26T06:51,2025-10-29T12:44,2025-10-29T23:43,2025-10-30T02:21,upi,paid,settled,False,active,True,False,
TXN507127,img/lots/114386.jpg,LOT114386,COL2350,REC1059,Mixed plastic,PLA-HIPS,57.6,55.5,1899.87,1849.43,1561.54,Aurangabad,19.871962,75.336982,19.884991,75.415283,8.32,2025-10-25T14:36,2025-10-27T04:50,,,cash,pending,handed_over,False,active,True,False,
TXN507128,img/lots/111070.jpg,LOT111070,COL2265,REC1021,Cable,CBL-CU,11.0,11.5,3255.52,3323.96,3190.44,Pune,18.537704,73.762251,18.795498,73.884911,31.44,2025-10-26T05:48,2025-10-26T14:17,2025-10-27T03:25,2025-10-27T06:43,cash,paid,settled,False,expiring_soon,True,False,
TXN507129,img/lots/103693.jpg,LOT103693,COL2205,REC1005,Mixed plastic,PLA-HIPS,8.0,8.0,252.64,256.06,226.4,Pune,18.555119,73.841835,18.508503,73.926714,10.34,2025-10-26T10:04,,,,cash,not_due,quoted,False,expiring_soon,True,False,
TXN507130,img/lots/114654.jpg,LOT114654,COL2205,REC1072,CRT,CRT-CTV,11.7,11.1,234.82,223.16,175.27,Pune,18.481587,73.760856,18.753425,74.24613,59.4,2025-10-25T20:06,,,,cash,not_due,matched,False,active,True,False,
