lot_id,collector_id,created_at,material_category,sub_category,material_code,item_count,description_voice_transcript,transcript_language,input_method,image_ref,weight_kg,weight_source,condition,source_type,collection_city,collection_area,collection_lat,collection_lng,estimated_value_informal,estimated_value_formal,predicted_category,prediction_confidence,prediction_accepted_by_user,created_offline
LOT118514,COL2060,2026-02-02T10:01,PCB,RAM / gold-finger,PCB-RAM,2,3 kilo circuit board,hi,voice,img/lots/118514.jpg,2.7,spring_balance,intact,small_shop,Mumbai,Dharavi,19.101706,72.957509,5880.6,7421.25,PCB,0.855,True,True
LOT100461,COL2310,2026-02-02T10:10,PCB,Motherboard (high grade),PCB-MBH,9,21 kilo green plate,mr,assisted,img/lots/100461.jpg,20.9,platform_scale,partially_dismantled,small_shop,Nagpur,Wadi,21.126973,79.111023,13422.61,17232.26,Cable,0.65,False,False
LOT104452,COL2139,2026-02-02T10:22,Battery,Li-ion laptop / phone pack,BAT-LI,2,laptop battery 1 kilo,mr,icon_keypad,img/lots/104452.jpg,0.6,estimated,intact,small_shop,Mumbai,Vikhroli,19.015446,72.941636,58.03,74.91,Battery,0.854,True,True
LOT105314,COL2040,2026-02-02T11:01,Mixed plastic,Mixed dirty,PLA-MIX,4,109 kilo bhanga plastic,hi,voice,img/lots/105314.jpg,109.4,platform_scale,broken,apartment_drive,Nashik,Panchavati,20.011828,73.827621,1318.27,1446.27,PCB,0.523,False,False
LOT119972,COL2168,2026-02-02T11:06,PCB,Mixed populated board,PCB-MIX,2,motherboard 13 kilo,mr,voice,img/lots/119972.jpg,12.8,spring_balance,broken,household_pickup,Pimpri-Chinchwad,Chinchwad,18.624322,73.894421,4460.8,5775.49,Battery,0.557,False,True
LOT117175,COL2057,2026-02-02T11:07,Mixed plastic,ABS casing,PLA-ABS,2,11 kilo bhanga plastic,mr,voice,img/lots/117175.jpg,10.9,spring_balance,intact,household_pickup,Pune,Katraj,18.518846,73.84587,396.22,443.41,Mixed plastic,0.828,True,True
LOT118391,COL2026,2026-02-02T12:53,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,4,chumbak wali motor 19 kilo,mr,icon_keypad,img/lots/118391.jpg,19.3,spring_balance,intact,household_pickup,Pimpri-Chinchwad,Moshi,18.585726,73.832206,1400.6,1689.71,Motor & magnet-bearing,0.797,True,True
LOT104061,COL2318,2026-02-02T13:16,Cable,Copper household wire,CBL-CU,1,"3 kilo copper cable, purana",hi,voice,img/lots/104061.jpg,3.2,spring_balance,intact,small_shop,Pimpri-Chinchwad,Moshi,18.715459,73.765155,887.78,936.0,Cable,0.911,True,True
LOT113716,COL2243,2026-02-02T13:48,Motor & magnet-bearing,Compressor motor,MTR-CMP,4,speaker 38 kilo,hi,voice,img/lots/113716.jpg,37.7,platform_scale,partially_dismantled,household_pickup,Nashik,Satpur,20.009882,73.757229,2337.02,2768.69,Motor & magnet-bearing,0.99,True,False
LOT104428,COL2248,2026-02-02T13:55,CRT,Colour TV tube,CRT-CTV,1,10 kilo purana TV tube,mr,voice,img/lots/104428.jpg,10.0,spring_balance,intact,household_pickup,Pimpri-Chinchwad,Moshi,18.659481,73.812348,138.3,184.5,CRT,0.821,True,False
LOT105678,COL2139,2026-02-02T14:08,Battery,Li-ion laptop / phone pack,BAT-LI,4,7 kilo cell,mr,voice,img/lots/105678.jpg,7.1,spring_balance,intact,other_collector,Mumbai,Dharavi,19.04991,72.865465,686.64,886.43,Mixed plastic,0.507,False,False
LOT102287,COL2139,2026-02-02T14:25,Motor & magnet-bearing,Speaker magnet,MTR-SPK,3,6 kilo motor,mr,voice,img/lots/102287.jpg,6.4,estimated,intact,other_collector,Mumbai,Bhandup,19.164942,72.861533,637.25,796.48,Motor & magnet-bearing,0.737,True,False
LOT113139,COL2132,2026-02-02T15:23,Cable,Copper household wire,CBL-CU,1,12 kilo tambe waayar,mr,voice,img/lots/113139.jpg,11.9,estimated,intact,household_pickup,Nashik,Ambad,19.981223,73.75488,3327.95,3508.72,Cable,0.99,True,False
LOT110005,COL2085,2026-02-02T16:22,PCB,Motherboard (high grade),PCB-MBH,5,14 kilo circuit board,mr,voice,img/lots/110005.jpg,14.4,spring_balance,broken,household_pickup,Mumbai,Malad West,19.147812,72.869928,9333.94,11983.1,PCB,0.825,True,False
LOT118422,COL2267,2026-02-02T17:54,Motor & magnet-bearing,Speaker magnet,MTR-SPK,6,26 kilo motor,mr,icon_keypad,img/lots/118422.jpg,25.5,platform_scale,waterlogged,household_pickup,Nashik,Deolali,19.958051,73.871387,2586.47,3232.89,Motor & magnet-bearing,0.876,True,False
LOT112367,COL2066,2026-02-02T17:56,Motor & magnet-bearing,Compressor motor,MTR-CMP,5,chumbak wali motor 12 kilo,mr,voice,img/lots/112367.jpg,12.3,spring_balance,intact,household_pickup,Mumbai,Govandi,19.119805,72.958064,841.07,996.42,Motor & magnet-bearing,0.923,True,True
LOT110717,COL2350,2026-02-02T17:57,CRT,Deflection yoke,CRT-YOK,4,"do CRT TV, purana",mr,voice,img/lots/110717.jpg,91.0,platform_scale,broken,household_pickup,Aurangabad,Chikalthana,19.913788,75.349325,3999.45,4603.69,CRT,0.929,True,False
LOT105107,COL2139,2026-02-02T18:09,PCB,Motherboard (high grade),PCB-MBH,3,motherboard 3 kilo,mr,icon_keypad,img/lots/105107.jpg,2.6,estimated,partially_dismantled,household_pickup,Mumbai,Dharavi,19.076106,72.878153,1685.29,2163.62,PCB,0.846,True,False
LOT117579,COL2051,2026-02-02T18:44,CRT,Deflection yoke,CRT-YOK,3,42 kilo purana TV tube,mr,icon_keypad,img/lots/117579.jpg,41.9,spring_balance,intact,household_pickup,Mumbai,Kurla,19.078688,72.877884,2009.52,2312.88,CRT,0.899,True,True
LOT118273,COL2060,2026-02-02T18:58,CRT,Deflection yoke,CRT-YOK,3,juna TV monitor 54 kilo,hi,icon_keypad,img/lots/118273.jpg,54.0,spring_balance,intact,household_pickup,Mumbai,Mankhurd,18.996749,72.916597,2589.84,2980.8,CRT,0.849,True,False
LOT100936,COL2139,2026-02-02T19:03,PCB,RAM / gold-finger,PCB-RAM,9,6 kilo circuit board,mr,voice,img/lots/100936.jpg,5.6,estimated,intact,household_pickup,Mumbai,Kurla,19.056374,72.91899,12196.8,15392.22,CRT,0.732,True,False
LOT103436,COL2139,2026-02-02T19:32,Motor & magnet-bearing,Compressor motor,MTR-CMP,6,speaker 104 kilo,mr,voice,img/lots/103436.jpg,104.2,spring_balance,intact,household_pickup,Mumbai,Govandi,19.01996,72.866572,7125.2,8441.24,LCD/LED panel,0.525,False,False
LOT109378,COL2205,2026-02-03T07:30,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,2,21 kilo hard disk,mr,voice,img/lots/109378.jpg,21.0,estimated,broken,small_shop,Pune,Vishrantwadi,18.513521,73.836097,1500.87,1809.78,CRT,0.529,True,False
LOT105741,COL2092,2026-02-03T07:35,Battery,Ni-MH,BAT-NIMH,2,laptop battery 5 kilo,mr,icon_keypad,img/lots/105741.jpg,4.7,platform_scale,intact,household_pickup,Pimpri-Chinchwad,Akurdi,18.684966,73.815935,280.4,334.88,LCD/LED panel,0.686,False,False
LOT106808,COL2369,2026-02-03T08:00,PCB,Mixed populated board,PCB-MIX,3,2 kilo green plate,hi,voice,img/lots/106808.jpg,2.2,spring_balance,partially_dismantled,small_shop,Pimpri-Chinchwad,Moshi,18.684132,73.806051,771.94,998.62,PCB,0.877,True,False
LOT107843,COL2354,2026-02-03T08:06,Battery,Li-ion laptop / phone pack,BAT-LI,6,gaadi ki battery 9 kilo,mr,icon_keypad,img/lots/107843.jpg,8.6,spring_balance,intact,household_pickup,Mumbai,Mankhurd,19.161867,72.86165,764.2,986.85,Battery,0.948,True,False
LOT100772,COL2000,2026-02-03T08:34,PCB,Motherboard (high grade),PCB-MBH,5,5 kilo circuit board,mr,assisted,img/lots/100772.jpg,5.4,platform_scale,partially_dismantled,household_pickup,Mumbai,Andheri East,18.989151,72.90229,3563.78,4571.59,PCB,0.93,True,False
LOT102008,COL2139,2026-02-03T09:26,Battery,Ni-MH,BAT-NIMH,8,5 kilo cell,mr,voice,img/lots/102008.jpg,5.3,platform_scale,partially_dismantled,household_pickup,Mumbai,Bhandup,19.127852,72.923673,312.54,373.28,Battery,0.896,True,False
LOT109430,COL2289,2026-02-03T09:34,Mixed plastic,Mixed dirty,PLA-MIX,8,100 kilo bhanga plastic,mr,voice,img/lots/109430.jpg,99.9,spring_balance,intact,small_shop,Pune,Katraj,18.503576,73.860857,1284.71,1409.59,Mixed plastic,0.919,True,False
LOT105551,COL2283,2026-02-03T09:44,Mixed plastic,Mixed dirty,PLA-MIX,5,73 kilo plastic,mr,assisted,img/lots/105551.jpg,73.2,spring_balance,intact,household_pickup,Pune,Hadapsar,18.561531,73.807066,941.35,1032.85,Mixed plastic,0.845,True,False
LOT110995,COL2247,2026-02-03T11:36,PCB,Mixed populated board,PCB-MIX,5,motherboard 12 kilo,mr,voice,img/lots/110995.jpg,12.4,estimated,partially_dismantled,household_pickup,Pimpri-Chinchwad,Talawade,18.668586,73.716714,4350.91,5628.61,PCB,0.898,True,True
LOT103543,COL2332,2026-02-03T11:44,CRT,Deflection yoke,CRT-YOK,2,juna TV monitor 29 kilo,hi,icon_keypad,img/lots/103543.jpg,28.8,spring_balance,intact,household_pickup,Nagpur,Butibori,21.163709,79.17966,1230.62,1416.67,CRT,0.796,True,True
LOT102530,COL2139,2026-02-03T12:00,LCD/LED panel,Laptop panel,LCD-LAP,4,19 kilo LCD screen,mr,assisted,img/lots/102530.jpg,19.1,platform_scale,broken,household_pickup,Mumbai,Bhandup,19.073459,72.82008,777.18,954.05,LCD/LED panel,0.851,True,True
LOT103873,COL2292,2026-02-03T12:33,LCD/LED panel,Monitor panel,LCD-MON,3,7 kilo LCD screen,hi,voice,img/lots/103873.jpg,6.7,platform_scale,intact,small_shop,Nagpur,Hingna,21.220628,79.155356,206.63,251.38,LCD/LED panel,0.863,True,False
LOT107840,COL2300,2026-02-03T12:35,Cable,Aluminium cable,CBL-AL,5,6 kilo tambe waayar,mr,icon_keypad,img/lots/107840.jpg,5.6,platform_scale,partially_dismantled,small_shop,Mumbai,Bhandup,19.074381,72.886275,641.14,682.81,Cable,0.967,True,True
LOT100100,COL2236,2026-02-03T12:39,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,3,chumbak wali motor 6 kilo,mr,icon_keypad,img/lots/100100.jpg,6.5,spring_balance,partially_dismantled,household_pickup,Nashik,Satpur,19.975798,73.841541,468.84,565.3,Mixed plastic,0.708,False,True
LOT118888,COL2182,2026-02-03T12:52,Mixed plastic,Mixed dirty,PLA-MIX,2,11 kilo bhanga plastic,mr,voice,img/lots/118888.jpg,10.7,platform_scale,partially_dismantled,household_pickup,Pune,Bhosari,18.52635,73.846539,137.6,150.98,Mixed plastic,0.942,True,True
LOT101048,COL2350,2026-02-03T13:14,Cable,Armoured / data cable,CBL-ARM,2,"29 kilo copper cable, purana",mr,voice,img/lots/101048.jpg,28.8,platform_scale,partially_dismantled,apartment_drive,Aurangabad,Shendra,19.825732,75.344985,3484.8,3748.9,Cable,0.958,True,False
LOT110903,COL2217,2026-02-03T13:56,Mixed plastic,ABS casing,PLA-ABS,1,computer cabinet plastic 15 kilo,mr,voice,img/lots/110903.jpg,15.0,platform_scale,partially_dismantled,small_shop,Aurangabad,Chikalthana,19.893444,75.321699,501.75,561.45,Mixed plastic,0.776,True,False
LOT103153,COL2132,2026-02-03T14:39,Motor & magnet-bearing,Compressor motor,MTR-CMP,3,8 kilo motor,mr,icon_keypad,img/lots/103153.jpg,7.5,spring_balance,burnt,other_collector,Nashik,Ambad,19.998513,73.7959,435.23,515.4,Motor & magnet-bearing,0.886,True,True
LOT111787,COL2309,2026-02-03T16:44,CRT,Monochrome monitor tube,CRT-MON,1,juna TV monitor 18 kilo,mr,icon_keypad,img/lots/111787.jpg,18.0,spring_balance,intact,household_pickup,Aurangabad,Waluj,19.871542,75.312157,170.1,223.38,CRT,0.806,True,False
LOT112708,COL2169,2026-02-03T16:56,Cable,Aluminium cable,CBL-AL,5,36 kilo wire mila hai,hi,icon_keypad,img/lots/112708.jpg,36.4,platform_scale,intact,other_collector,Mumbai,Dharavi,19.088926,72.876235,4167.44,4438.25,Cable,0.869,True,True
LOT119432,COL2047,2026-02-03T17:11,CRT,Monochrome monitor tube,CRT-MON,3,juna TV monitor 51 kilo,mr,voice,img/lots/119432.jpg,51.3,platform_scale,partially_dismantled,household_pickup,Pune,Katraj,18.572062,73.933832,504.28,662.28,CRT,0.99,True,False
LOT111036,COL2350,2026-02-03T17:33,Mixed plastic,HIPS,PLA-HIPS,3,39 kilo plastic,mr,icon_keypad,img/lots/111036.jpg,39.1,estimated,intact,apartment_drive,Aurangabad,Shendra,19.83477,75.356384,1032.63,1144.46,Mixed plastic,0.933,True,False
LOT104300,COL2139,2026-02-03T18:18,Mixed plastic,ABS casing,PLA-ABS,3,21 kilo bhanga plastic,mr,voice,img/lots/104300.jpg,20.9,spring_balance,broken,office_clearance,Mumbai,Vikhroli,19.088578,72.887629,753.86,843.73,Battery,0.669,True,True
LOT103614,COL2112,2026-02-03T18:42,Motor & magnet-bearing,Compressor motor,MTR-CMP,5,14 kilo motor,hi,icon_keypad,img/lots/103614.jpg,13.5,estimated,intact,household_pickup,Nashik,Cidco,19.936927,73.730037,783.4,927.72,Motor & magnet-bearing,0.834,True,True
LOT113411,COL2309,2026-02-03T18:54,PCB,Mixed populated board,PCB-MIX,4,13 kilo circuit board,mr,voice,img/lots/113411.jpg,13.1,spring_balance,broken,household_pickup,Aurangabad,Garkheda,19.814703,75.411353,4241.52,5487.07,PCB,0.825,True,False
LOT106973,COL2139,2026-02-03T19:07,Cable,Aluminium cable,CBL-AL,2,13 kilo wire mila hai,mr,voice,img/lots/106973.jpg,12.6,spring_balance,partially_dismantled,household_pickup,Mumbai,Mankhurd,19.096463,72.824794,1442.57,1536.32,Cable,0.959,True,False
LOT107751,COL2151,2026-02-03T19:20,Cable,Armoured / data cable,CBL-ARM,3,waayar 54 kilo,hi,voice,img/lots/107751.jpg,53.5,spring_balance,broken,small_shop,Nagpur,Wadi,21.163224,79.098383,6982.28,7511.4,Cable,0.99,True,False
LOT101756,COL2112,2026-02-03T19:26,Battery,Button / coin cell,BAT-BTN,6,90 kilo cell,hi,voice,img/lots/101756.jpg,90.0,spring_balance,broken,household_pickup,Nashik,Ambad,20.000471,73.785549,2773.8,3432.6,Battery,0.837,True,False
LOT108267,COL2139,2026-02-04T07:02,CRT,Colour TV tube,CRT-CTV,4,46 kilo TV ka glass,mr,voice,img/lots/108267.jpg,45.9,platform_scale,intact,household_pickup,Mumbai,Vikhroli,19.058463,72.840351,666.01,888.62,CRT,0.896,True,False
LOT111550,COL2286,2026-02-04T07:15,Mixed plastic,Mixed dirty,PLA-MIX,7,78 kilo plastic,hi,icon_keypad,img/lots/111550.jpg,78.2,spring_balance,partially_dismantled,household_pickup,Pune,Yerawada,18.513433,73.804064,998.61,1096.36,Mixed plastic,0.81,True,False
LOT103858,COL2085,2026-02-04T07:21,PCB,TV / appliance board (low grade),PCB-LOW,7,motherboard 3 kilo,mr,voice,img/lots/103858.jpg,2.7,spring_balance,burnt,other_collector,Mumbai,Govandi,19.03423,72.858687,407.27,531.36,PCB,0.904,True,False
LOT113709,COL2090,2026-02-04T07:46,PCB,Motherboard (high grade),PCB-MBH,3,motherboard 11 kilo,mr,voice,img/lots/113709.jpg,10.8,estimated,broken,small_shop,Pune,Dhankawadi,18.461991,73.872981,6386.58,8193.31,PCB,0.832,True,True
LOT117297,COL2040,2026-02-04T08:26,CRT,Deflection yoke,CRT-YOK,1,juna TV monitor 19 kilo,hi,voice,img/lots/117297.jpg,18.6,spring_balance,broken,office_clearance,Nashik,Nashik Road,20.039498,73.793832,805.38,927.02,CRT,0.852,True,True
LOT102610,COL2112,2026-02-04T09:12,Battery,Button / coin cell,BAT-BTN,5,32 kilo cell,hi,voice,img/lots/102610.jpg,32.0,spring_balance,broken,apartment_drive,Nashik,Ambad,20.078101,73.768828,939.52,1161.92,Battery,0.879,True,True
LOT110299,COL2143,2026-02-04T09:36,CRT,Monochrome monitor tube,CRT-MON,2,"do CRT TV, purana",mr,voice,img/lots/110299.jpg,41.4,platform_scale,burnt,apartment_drive,Pune,Kothrud,18.503679,73.757806,410.27,538.61,CRT,0.821,True,True
LOT107232,COL2065,2026-02-04T09:37,PCB,GPU / add-on card,PCB-GPU,5,6 kilo circuit board,hi,voice,img/lots/107232.jpg,5.7,spring_balance,intact,household_pickup,Pune,Bhosari,18.497908,73.862154,4714.93,5997.48,LCD/LED panel,0.57,False,False
LOT108969,COL2139,2026-02-04T09:48,Cable,Aluminium cable,CBL-AL,2,"24 kilo copper cable, purana",mr,icon_keypad,img/lots/108969.jpg,23.6,spring_balance,waterlogged,household_pickup,Mumbai,Mankhurd,19.102017,72.87518,2599.78,2768.99,Cable,0.849,True,False
LOT116779,COL2272,2026-02-04T11:10,Cable,Mixed insulated,CBL-MIX,5,28 kilo tambe waayar,mr,voice,img/lots/116779.jpg,27.7,spring_balance,partially_dismantled,household_pickup,Aurangabad,Chikalthana,19.941422,75.291957,1992.74,2187.47,Cable,0.785,True,False
LOT111838,COL2111,2026-02-04T11:17,PCB,GPU / add-on card,PCB-GPU,7,motherboard 16 kilo,hi,voice,img/lots/111838.jpg,16.0,spring_balance,partially_dismantled,office_clearance,Pimpri-Chinchwad,Chinchwad,18.654214,73.756396,12571.52,15991.2,PCB,0.975,True,False
LOT103420,COL2278,2026-02-04T11:45,Cable,Mixed insulated,CBL-MIX,6,"30 kilo copper cable, purana",hi,voice,img/lots/103420.jpg,29.6,platform_scale,partially_dismantled,small_shop,Nagpur,Wadi,21.146824,79.086368,2242.79,2461.83,Cable,0.844,True,False
LOT114245,COL2267,2026-02-04T13:06,Motor & magnet-bearing,Compressor motor,MTR-CMP,4,44 kilo motor,mr,icon_keypad,img/lots/114245.jpg,43.7,spring_balance,intact,household_pickup,Nashik,Panchavati,19.979438,73.72905,2686.68,3182.23,Mixed plastic,0.492,False,False
LOT102162,COL2380,2026-02-04T13:27,LCD/LED panel,Backlight assembly,LCD-BLA,4,20 kilo panel,hi,icon_keypad,img/lots/102162.jpg,20.5,estimated,broken,household_pickup,Pimpri-Chinchwad,Moshi,18.558285,73.776478,889.5,1053.09,LCD/LED panel,0.903,True,False
LOT114821,COL2365,2026-02-04T13:47,CRT,Monochrome monitor tube,CRT-MON,1,29 kilo TV ka glass,mr,voice,img/lots/114821.jpg,29.3,spring_balance,partially_dismantled,office_clearance,Nashik,Nashik Road,20.004244,73.78166,281.28,369.18,CRT,0.832,True,False
LOT119362,COL2345,2026-02-04T14:04,Mixed plastic,Mixed dirty,PLA-MIX,4,computer cabinet plastic 61 kilo,hi,icon_keypad,img/lots/119362.jpg,61.0,estimated,broken,office_clearance,Nashik,Satpur,20.028788,73.839911,757.62,831.43,Mixed plastic,0.99,True,True
LOT119433,COL2132,2026-02-04T14:06,Battery,Lead-acid,BAT-PB,4,laptop battery 22 kilo,mr,assisted,img/lots/119433.jpg,22.2,estimated,broken,office_clearance,Nashik,Panchavati,19.990019,73.796694,1633.7,1844.82,Battery,0.844,True,False
LOT102993,COL2139,2026-02-04T14:08,PCB,GPU / add-on card,PCB-GPU,3,motherboard 4 kilo,mr,voice,img/lots/102993.jpg,4.4,spring_balance,partially_dismantled,small_shop,Mumbai,Govandi,19.06061,72.867287,3464.38,4406.78,PCB,0.906,True,True
LOT110409,COL2248,2026-02-04T14:12,CRT,Deflection yoke,CRT-YOK,4,juna TV monitor 36 kilo,mr,voice,img/lots/110409.jpg,36.1,platform_scale,partially_dismantled,other_collector,Pimpri-Chinchwad,Pimpri,18.542649,73.845266,1637.14,1884.42,PCB,0.544,False,False
LOT104243,COL2362,2026-02-04T14:17,Battery,Li-ion laptop / phone pack,BAT-LI,5,14 kilo battery,mr,voice,img/lots/104243.jpg,13.6,platform_scale,partially_dismantled,office_clearance,Pune,Bhosari,18.57024,73.859747,1215.02,1568.22,Battery,0.802,True,True
LOT104941,COL2143,2026-02-04T14:23,Mixed plastic,PC/ABS blend,PLA-PCABS,9,TV ka cover 200 kilo,mr,voice,img/lots/104941.jpg,200.0,estimated,broken,small_shop,Pune,Yerawada,18.60653,73.868687,7938.0,8972.0,Mixed plastic,0.892,True,False
LOT104324,COL2047,2026-02-04T14:31,PCB,Mixed populated board,PCB-MIX,4,4 kilo green plate,mr,voice,img/lots/104324.jpg,4.4,platform_scale,intact,other_collector,Pune,Dhankawadi,18.45368,73.902723,1482.14,1917.56,PCB,0.819,True,False
LOT115240,COL2346,2026-02-04T14:59,Motor & magnet-bearing,Compressor motor,MTR-CMP,3,speaker 29 kilo,mr,voice,img/lots/115240.jpg,28.6,spring_balance,broken,other_collector,Mumbai,Malad West,19.141071,72.830679,1836.41,2175.03,PCB,0.621,False,True
LOT114305,COL2041,2026-02-04T15:45,CRT,Colour TV tube,CRT-CTV,1,"do CRT TV, purana",hi,voice,img/lots/114305.jpg,21.5,spring_balance,intact,other_collector,Pune,Katraj,18.569338,73.884493,302.07,403.12,CRT,0.878,True,False
LOT111835,COL2261,2026-02-04T15:51,Cable,Aluminium cable,CBL-AL,2,"56 kilo copper cable, purana",hi,voice,img/lots/111835.jpg,56.0,platform_scale,intact,apartment_drive,Mumbai,Andheri East,19.167082,72.907944,6168.96,6570.48,Cable,0.794,True,True
LOT105343,COL2027,2026-02-04T15:51,CRT,Monochrome monitor tube,CRT-MON,3,juna TV monitor 80 kilo,hi,voice,img/lots/105343.jpg,79.6,platform_scale,intact,small_shop,Mumbai,Vikhroli,19.025158,72.842718,845.35,1109.62,CRT,0.862,True,True
LOT115583,COL2038,2026-02-04T15:52,Motor & magnet-bearing,Compressor motor,MTR-CMP,6,70 kilo hard disk,mr,icon_keypad,img/lots/115583.jpg,70.3,spring_balance,intact,household_pickup,Nagpur,Butibori,21.100652,79.098391,3947.34,4675.65,Motor & magnet-bearing,0.775,True,False
LOT117074,COL2139,2026-02-04T16:17,PCB,Motherboard (high grade),PCB-MBH,4,3 kilo green plate,mr,voice,img/lots/117074.jpg,2.9,spring_balance,broken,household_pickup,Mumbai,Mankhurd,19.085209,72.837113,1991.92,2555.45,Motor & magnet-bearing,0.511,False,True
LOT110628,COL2268,2026-02-04T16:29,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,7,43 kilo motor,mr,voice,img/lots/110628.jpg,42.8,platform_scale,intact,small_shop,Pune,Katraj,18.432392,73.827336,3167.63,3820.76,Motor & magnet-bearing,0.856,True,False
LOT114018,COL2267,2026-02-04T16:30,Motor & magnet-bearing,Speaker magnet,MTR-SPK,2,4 kilo motor,mr,voice,img/lots/114018.jpg,3.9,platform_scale,intact,household_pickup,Nashik,Satpur,19.991749,73.705305,368.0,459.85,Motor & magnet-bearing,0.824,True,True
LOT101562,COL2111,2026-02-04T16:31,Mixed plastic,ABS casing,PLA-ABS,4,computer cabinet plastic 23 kilo,hi,voice,img/lots/101562.jpg,22.7,platform_scale,intact,household_pickup,Pimpri-Chinchwad,Talawade,18.65271,73.794208,789.51,883.94,Battery,0.608,False,True
LOT110462,COL2102,2026-02-04T16:53,Cable,Copper household wire,CBL-CU,5,"41 kilo copper cable, purana",hi,voice,img/lots/110462.jpg,41.1,estimated,intact,other_collector,Mumbai,Dharavi,19.014583,72.855637,11824.47,12466.04,Cable,0.802,True,False
LOT112580,COL2208,2026-02-04T16:59,Motor & magnet-bearing,Speaker magnet,MTR-SPK,4,64 kilo hard disk,hi,voice,img/lots/112580.jpg,64.4,spring_balance,intact,office_clearance,Pimpri-Chinchwad,Moshi,18.635749,73.823319,5979.54,7471.69,Motor & magnet-bearing,0.972,True,False
LOT110636,COL2182,2026-02-04T17:18,Motor & magnet-bearing,Compressor motor,MTR-CMP,1,speaker 8 kilo,mr,voice,img/lots/110636.jpg,7.8,platform_scale,waterlogged,household_pickup,Pune,Katraj,18.562692,73.865499,467.14,553.33,Motor & magnet-bearing,0.878,True,True
LOT116959,COL2334,2026-02-04T18:21,LCD/LED panel,Backlight assembly,LCD-BLA,3,13 kilo LCD screen,mr,voice,img/lots/116959.jpg,12.6,platform_scale,intact,office_clearance,Nashik,Cidco,20.046071,73.794809,542.68,642.47,LCD/LED panel,0.99,True,True
LOT119372,COL2073,2026-02-04T18:55,Mixed plastic,PC/ABS blend,PLA-PCABS,3,37 kilo plastic,mr,voice,img/lots/119372.jpg,36.8,spring_balance,intact,apartment_drive,Nagpur,Butibori,21.155174,79.134767,1320.02,1492.24,Mixed plastic,0.814,True,False
LOT112872,COL2139,2026-02-04T19:05,Motor & magnet-bearing,HDD assembly,MTR-HDD,3,5 kilo motor,mr,icon_keypad,img/lots/112872.jpg,4.6,spring_balance,partially_dismantled,small_shop,Mumbai,Dharavi,19.080987,72.85334,695.84,877.04,PCB,0.579,False,True
LOT102184,COL2165,2026-02-04T19:48,PCB,RAM / gold-finger,PCB-RAM,2,motherboard 2 kilo,mr,voice,img/lots/102184.jpg,1.9,spring_balance,intact,office_clearance,Pimpri-Chinchwad,Nigdi,18.656516,73.726681,3931.73,4958.47,PCB,0.818,True,False
LOT114727,COL2163,2026-02-05T07:21,PCB,TV / appliance board (low grade),PCB-LOW,2,9 kilo green plate,mr,voice,img/lots/114727.jpg,9.2,platform_scale,intact,household_pickup,Aurangabad,Garkheda,19.85942,75.36318,1138.96,1486.08,PCB,0.99,True,False
LOT104878,COL2140,2026-02-05T07:50,Cable,Armoured / data cable,CBL-ARM,3,"16 kilo copper cable, purana",mr,voice,img/lots/104878.jpg,16.3,platform_scale,intact,office_clearance,Pune,Hadapsar,18.517774,73.850413,2318.02,2493.9,Cable,0.832,True,True
LOT103581,COL2390,2026-02-05T07:51,Mixed plastic,HIPS,PLA-HIPS,5,computer cabinet plastic 38 kilo,mr,voice,img/lots/103581.jpg,37.8,spring_balance,intact,small_shop,Pune,Kothrud,18.460114,73.930106,1031.94,1143.45,Cable,0.596,False,False
LOT117144,COL2200,2026-02-05T08:16,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,6,speaker 31 kilo,mr,voice,img/lots/117144.jpg,31.4,platform_scale,broken,household_pickup,Mumbai,Mankhurd,19.012295,72.91684,2504.78,3020.68,LCD/LED panel,0.563,False,False
LOT119159,COL2042,2026-02-05T08:36,Mixed plastic,PC/ABS blend,PLA-PCABS,3,TV ka cover 40 kilo,hi,icon_keypad,img/lots/119159.jpg,39.5,platform_scale,partially_dismantled,small_shop,Nagpur,Butibori,21.113738,79.099895,1419.63,1604.1,Mixed plastic,0.975,True,False
LOT114680,COL2332,2026-02-05T08:43,CRT,Monochrome monitor tube,CRT-MON,3,"do CRT TV, purana",hi,voice,img/lots/114680.jpg,58.7,platform_scale,burnt,household_pickup,Nagpur,Manish Nagar,21.092314,79.10615,567.04,744.32,CRT,0.918,True,False
LOT107941,COL2083,2026-02-05T08:58,Mixed plastic,Mixed dirty,PLA-MIX,5,TV ka cover 111 kilo,mr,icon_keypad,img/lots/107941.jpg,110.9,spring_balance,broken,small_shop,Pune,Vishrantwadi,18.532584,73.921491,1439.48,1579.22,Mixed plastic,0.865,True,False
LOT116605,COL2335,2026-02-05T09:08,Battery,Ni-MH,BAT-NIMH,7,9 kilo cell,hi,voice,img/lots/116605.jpg,9.2,spring_balance,broken,small_shop,Pune,Bhosari,18.488872,73.835758,514.92,614.47,Battery,0.854,True,False
LOT110492,COL2051,2026-02-05T09:25,Mixed plastic,HIPS,PLA-HIPS,3,26 kilo bhanga plastic,mr,voice,img/lots/110492.jpg,26.5,platform_scale,broken,household_pickup,Mumbai,Malad West,19.064713,72.786161,750.75,832.1,Mixed plastic,0.894,True,True
