trace_id,lot_id,txn_id,handover_ref,photo_refs,photo_reused_from_other_lot,scale_photo_ref,weight_kg,gps_lat,gps_lng,gps_accuracy_m,captured_at,device_offline_at_capture,synced_at,sync_lag_minutes,recycler_confirmed_at,confirmation_method,downstream_status,epr_credit_reference
TRC708343,LOT117461,TXN509672,KC-W9PMNR,img/lots/117461.jpg|img/handover/508343_0.jpg|img/handover/508343_1.jpg|img/handover/508343_2.jpg,False,img/scale/508343.jpg,123.4,19.117684,73.009673,31,2026-01-19T16:17,False,2026-01-19T16:19,2,2026-01-19T17:08,spoken_code,received_at_facility,EPR/MH/2026/48514
TRC708344,LOT104143,TXN509673,KC-X7YT7T,img/lots/104143.jpg|img/handover/508344_0.jpg,False,img/scale/508344.jpg,36.6,19.980059,73.717878,23,2026-01-17T20:22,False,2026-01-17T20:22,0,2026-01-18T00:42,qr_scan,segregated,EPR/MH/2026/42107
TRC708345,LOT116050,TXN509674,KC-NT4HYC,img/lots/116050.jpg|img/handover/508345_0.jpg|img/handover/508345_1.jpg,False,img/scale/508345.jpg,33.1,19.05,72.861409,5,2026-01-18T07:01,False,2026-01-18T07:04,3,2026-01-18T20:26,qr_scan,recovery_complete,EPR/MH/2026/17054
TRC708346,LOT110899,TXN509675,KC-ETP49D,img/lots/110899.jpg|img/handover/508346_0.jpg|img/handover/508346_1.jpg,False,img/scale/508346.jpg,31.4,19.876948,75.429841,23,2026-01-20T16:47,False,2026-01-20T16:50,3,2026-01-21T10:25,code_entry,segregated,EPR/MH/2026/65980
TRC708347,LOT117146,TXN509676,KC-NTDXC4,img/lots/117146.jpg|img/handover/508347_0.jpg|img/handover/508347_1.jpg|img/handover/508347_2.jpg,False,img/scale/508347.jpg,2.2,20.037296,73.776206,9,2026-01-21T03:05,False,2026-01-21T03:08,3,2026-01-21T14:58,code_entry,recovery_complete,
TRC708348,LOT102240,TXN509677,KC-NA633V,img/lots/102240.jpg|img/handover/508348_0.jpg|img/handover/508348_1.jpg|img/handover/508348_2.jpg,False,img/scale/508348.jpg,29.5,20.924287,79.001457,28,2026-01-19T12:33,True,2026-01-19T16:16,223,2026-01-20T06:24,code_entry,segregated,
TRC708349,LOT114046,TXN509678,KC-WLWYNE,img/lots/114046.jpg|img/handover/508349_0.jpg|img/handover/508349_1.jpg,False,img/scale/508349.jpg,12.5,21.224069,78.915987,16,2026-01-18T18:00,False,2026-01-18T18:01,1,2026-01-19T11:46,qr_scan,recovery_complete,EPR/MH/2025/81626
TRC708350,LOT109706,TXN509679,KC-R39V6K,img/lots/109706.jpg|img/handover/508350_0.jpg,False,img/scale/508350.jpg,12.8,19.09417,72.984504,35,2026-01-20T13:16,True,2026-01-21T21:13,1917,2026-01-21T00:40,qr_scan,received_at_facility,EPR/MH/2026/57381
TRC708351,LOT115755,TXN509680,KC-KUX3H6,img/lots/115755.jpg|img/handover/508351_0.jpg,False,img/scale/508351.jpg,30.2,19.961843,73.714173,15,2026-01-16T18:25,False,2026-01-16T18:25,0,2026-01-16T21:28,spoken_code,sent_for_recovery,EPR/MH/2025/57157
TRC708352,LOT118991,TXN509681,KC-F736EP,img/lots/118991.jpg|img/handover/508352_0.jpg|img/handover/508352_1.jpg|img/handover/508352_2.jpg,False,img/scale/508352.jpg,23.8,18.487957,73.956083,20,2026-01-21T12:37,False,2026-01-21T12:39,2,2026-01-21T13:01,qr_scan,sent_for_recovery,EPR/MH/2025/70514
TRC708353,LOT105886,TXN509682,KC-9LFFLA,img/lots/105886.jpg|img/handover/508353_0.jpg,False,img/scale/508353.jpg,38.6,19.870816,75.388885,29,2026-01-19T08:38,False,2026-01-19T08:38,0,2026-01-19T09:27,code_entry,recovery_complete,
TRC708354,LOT102986,TXN509683,KC-WCNNTU,img/lots/102986.jpg|img/handover/508354_0.jpg|img/handover/508354_1.jpg|img/handover/508354_2.jpg,False,img/scale/508354.jpg,40.1,19.067752,73.07251,17,2026-01-17T09:14,False,2026-01-17T09:15,1,2026-01-18T05:07,qr_scan,awaiting_confirmation,EPR/MH/2026/20185
TRC708355,LOT114398,TXN509684,KC-3KF4YD,img/lots/114398.jpg|img/handover/508355_0.jpg|img/handover/508355_1.jpg|img/handover/508355_2.jpg,False,img/scale/508355.jpg,32.6,21.224069,78.915987,19,2026-01-21T02:21,True,2026-01-23T09:33,3312,2026-01-21T12:11,qr_scan,sent_for_recovery,EPR/MH/2025/59886
TRC708356,LOT101723,TXN509685,KC-66FAXC,img/lots/101723.jpg|img/handover/508356_0.jpg,False,img/scale/508356.jpg,9.2,19.09417,72.984504,27,2026-01-18T11:42,False,2026-01-18T11:45,3,2026-01-19T05:28,qr_scan,recovery_complete,EPR/MH/2026/35390
TRC708357,LOT105150,TXN509686,KC-3P6W9M,img/lots/105150.jpg|img/handover/508357_0.jpg|img/handover/508357_1.jpg,False,img/scale/508357.jpg,36.1,20.924287,79.001457,15,2026-01-17T21:58,False,2026-01-17T21:59,1,2026-01-18T10:10,qr_scan,recovery_complete,
TRC708358,LOT103051,TXN509687,KC-VJTLAY,img/lots/103051.jpg|img/handover/508358_0.jpg,False,img/scale/508358.jpg,17.1,18.508243,73.922807,26,2026-01-17T08:08,False,2026-01-17T08:08,0,2026-01-17T23:42,qr_scan,sent_for_recovery,
TRC708359,LOT105796,TXN509688,KC-T433KV,img/lots/105796.jpg|img/handover/508359_0.jpg,False,img/scale/508359.jpg,11.8,19.872958,75.461709,33,2026-01-19T01:51,False,2026-01-19T01:53,2,,code_entry,sent_for_recovery,EPR/MH/2025/61419
TRC708360,LOT107598,TXN509690,KC-YWCJMF,img/lots/107598.jpg|img/handover/508360_0.jpg,False,img/scale/508360.jpg,20.5,20.007228,73.704275,17,2026-01-18T22:35,False,2026-01-18T22:36,1,2026-01-19T13:03,spoken_code,segregated,
TRC708361,LOT109955,TXN509691,KC-HC3VCD,img/lots/109955.jpg|img/handover/508361_0.jpg|img/handover/508361_1.jpg|img/handover/508361_2.jpg,False,img/scale/508361.jpg,19.8,19.118039,73.013026,42,2026-01-19T14:56,True,2026-01-19T23:45,529,2026-01-20T10:01,qr_scan,segregated,
TRC708362,LOT107493,TXN509692,KC-U7TWDL,img/lots/107493.jpg|img/handover/508362_0.jpg,False,img/scale/508362.jpg,129.2,21.249439,78.918489,10,2026-01-20T06:01,True,2026-01-20T17:05,664,2026-01-20T23:59,qr_scan,sent_for_recovery,
TRC708363,LOT119988,TXN509694,KC-D4FJN4,img/lots/119988.jpg|img/handover/508363_0.jpg,False,img/scale/508363.jpg,42.2,19.872958,75.461709,15,2026-01-17T19:35,False,2026-01-17T19:36,1,2026-01-17T20:09,spoken_code,received_at_facility,EPR/MH/2026/98843
TRC708364,LOT105691,TXN509695,KC-HEHMMR,img/lots/105691.jpg|img/handover/508364_0.jpg|img/handover/508364_1.jpg|img/handover/508364_2.jpg,False,img/scale/508364.jpg,42.4,20.007228,73.704275,12,2026-01-20T05:26,False,2026-01-20T05:27,1,2026-01-20T09:47,qr_scan,segregated,EPR/MH/2026/60519
TRC708365,LOT119533,TXN509696,KC-FH77DC,img/lots/119533.jpg|img/handover/508365_0.jpg|img/handover/508365_1.jpg,False,img/scale/508365.jpg,10.9,19.987342,73.74065,14,2026-01-18T01:22,False,2026-01-18T01:23,1,,spoken_code,sent_for_recovery,EPR/MH/2026/35258
TRC708366,LOT104586,TXN509697,KC-6HWKUN,img/lots/104586.jpg|img/handover/508366_0.jpg,False,img/scale/508366.jpg,8.7,20.007228,73.704275,5,2026-01-19T19:05,False,2026-01-19T19:05,0,2026-01-20T02:37,qr_scan,sent_for_recovery,EPR/MH/2025/48482
TRC708367,LOT118335,TXN509698,KC-MDJJ37,img/lots/118335.jpg|img/handover/508367_0.jpg,False,img/scale/508367.jpg,15.7,20.924287,79.001457,11,2026-01-20T13:39,False,2026-01-20T13:42,3,2026-01-20T16:40,qr_scan,received_at_facility,
TRC708368,LOT101649,TXN509699,KC-YUR9MF,img/lots/101649.jpg|img/handover/508368_0.jpg,False,img/scale/508368.jpg,146.9,20.007228,73.704275,25,2026-01-17T17:46,False,2026-01-17T17:46,0,2026-01-17T19:26,code_entry,sent_for_recovery,EPR/MH/2026/94194
TRC708369,LOT101453,TXN509700,KC-C4MJ9D,img/lots/101453.jpg|img/handover/508369_0.jpg|img/handover/508369_1.jpg,False,img/scale/508369.jpg,81.8,18.729059,74.245401,16,2026-01-21T00:51,False,2026-01-21T00:51,0,2026-01-21T15:14,qr_scan,received_at_facility,EPR/MH/2025/24081
TRC708370,LOT119212,TXN509701,KC-CRUF6V,img/lots/119212.jpg|img/handover/508370_0.jpg|img/handover/508370_1.jpg,False,img/scale/508370.jpg,43.1,18.620266,73.821743,23,2026-01-21T12:24,False,2026-01-21T12:24,0,2026-01-21T23:03,code_entry,sent_for_recovery,
TRC708371,LOT119677,TXN509703,KC-ECUHET,img/lots/119677.jpg|img/handover/508371_0.jpg,False,img/scale/508371.jpg,1.5,19.870816,75.388885,10,2026-01-18T22:43,True,2026-01-19T09:03,620,2026-01-19T07:32,spoken_code,recovery_complete,
TRC708372,LOT108526,TXN509704,KC-JUFNWA,img/lots/108526.jpg|img/handover/508372_0.jpg|img/handover/508372_1.jpg|img/handover/508372_2.jpg,False,img/scale/508372.jpg,12.1,18.744455,73.854611,13,2026-01-19T23:17,False,2026-01-19T23:17,0,2026-01-20T06:49,code_entry,segregated,
TRC708373,LOT108129,TXN509705,KC-Y9VFXM,img/lots/108129.jpg|img/handover/508373_0.jpg|img/handover/508373_1.jpg,False,img/scale/508373.jpg,4.0,19.976167,73.716182,4,2026-01-19T12:50,False,2026-01-19T12:52,2,2026-01-20T05:26,qr_scan,segregated,EPR/MH/2026/23324
TRC708374,LOT113760,TXN509706,KC-L6VACC,img/lots/113760.jpg|img/handover/508374_0.jpg|img/handover/508374_1.jpg,False,img/scale/508374.jpg,43.8,19.067752,73.07251,23,2026-01-19T16:53,True,2026-01-22T10:04,3911,2026-01-20T08:39,code_entry,recovery_complete,EPR/MH/2025/92294
TRC708375,LOT117696,TXN509707,KC-N7CRPH,img/lots/117696.jpg|img/handover/508375_0.jpg,False,img/scale/508375.jpg,2.5,21.127708,78.961071,10,2026-01-20T02:46,False,2026-01-20T02:47,1,2026-01-20T07:36,spoken_code,recovery_complete,EPR/MH/2026/55438
TRC708376,LOT113588,TXN509709,KC-K3D6PE,img/lots/113588.jpg|img/handover/508376_0.jpg|img/handover/508376_1.jpg,False,img/scale/508376.jpg,13.1,19.220159,73.168645,7,2026-01-21T03:58,False,2026-01-21T03:58,0,2026-01-21T15:18,qr_scan,recovery_complete,EPR/MH/2026/34589
TRC708377,LOT102414,TXN509711,KC-VEHLR4,img/lots/102414.jpg|img/handover/508377_0.jpg,False,img/scale/508377.jpg,1.2,21.249439,78.918489,14,2026-01-19T07:11,False,2026-01-19T07:13,2,,code_entry,segregated,EPR/MH/2025/85050
TRC708378,LOT114960,TXN509712,KC-RDPKRF,img/lots/114960.jpg|img/handover/508378_0.jpg|img/handover/508378_1.jpg|img/handover/508378_2.jpg,False,img/scale/508378.jpg,8.1,19.042535,73.082611,15,2026-01-21T08:35,True,2026-01-21T11:38,183,2026-01-21T19:08,code_entry,sent_for_recovery,
TRC708379,LOT116560,TXN509713,KC-H6TELY,img/lots/116560.jpg|img/handover/508379_0.jpg|img/handover/508379_1.jpg|img/handover/508379_2.jpg,False,img/scale/508379.jpg,2.5,19.117684,73.009673,18,2026-01-20T16:11,True,2026-01-21T06:10,839,2026-01-21T02:08,qr_scan,recovery_complete,EPR/MH/2026/47644
TRC708380,LOT105098,TXN509714,KC-3FAXNK,img/lots/105098.jpg|img/handover/508380_0.jpg|img/handover/508380_1.jpg,False,img/scale/508380.jpg,35.4,19.870816,75.388885,4,2026-01-21T08:28,False,2026-01-21T08:31,3,,qr_scan,sent_for_recovery,EPR/MH/2025/47412
TRC708381,LOT103090,TXN509715,KC-TJWKFD,img/lots/103090.jpg|img/handover/508381_0.jpg|img/handover/508381_1.jpg|img/handover/508381_2.jpg,False,img/scale/508381.jpg,72.4,18.623496,73.810212,13,2026-01-18T20:37,True,2026-01-23T16:41,6964,2026-01-19T03:18,spoken_code,received_at_facility,EPR/MH/2025/70186
TRC708382,LOT119528,TXN509716,KC-F37494,img/lots/119528.jpg|img/handover/508382_0.jpg,False,img/scale/508382.jpg,150.1,19.197379,73.19812,21,2026-01-19T11:04,False,2026-01-19T11:04,0,2026-01-19T14:31,qr_scan,recovery_complete,EPR/MH/2026/86437
TRC708383,LOT112859,TXN509718,KC-PAF6U4,img/lots/112859.jpg|img/handover/508383_0.jpg|img/handover/508383_1.jpg,False,img/scale/508383.jpg,24.5,18.795498,73.884911,6,2026-01-19T17:01,False,2026-01-19T17:03,2,2026-01-19T23:52,code_entry,recovery_complete,EPR/MH/2025/69374
TRC708384,LOT110243,TXN509719,KC-NMYFU6,img/lots/110243.jpg|img/handover/508384_0.jpg,False,img/scale/508384.jpg,12.2,21.249439,78.918489,7,2026-01-21T15:44,False,2026-01-21T15:45,1,2026-01-22T10:59,code_entry,segregated,
TRC708385,LOT116072,TXN509720,KC-LEUHV6,img/lots/116072.jpg|img/handover/508385_0.jpg|img/handover/508385_1.jpg,False,img/scale/508385.jpg,7.1,18.753425,74.24613,10,2026-01-19T09:10,False,2026-01-19T09:12,2,2026-01-19T20:56,qr_scan,received_at_facility,EPR/MH/2025/54013
TRC708386,LOT119518,TXN509721,KC-LPLF4P,img/lots/119518.jpg|img/handover/508386_0.jpg|img/handover/508386_1.jpg|img/handover/508386_2.jpg,False,img/scale/508386.jpg,18.0,19.220159,73.168645,25,2026-01-18T22:59,False,2026-01-18T23:02,3,2026-01-18T23:49,code_entry,sent_for_recovery,EPR/MH/2026/52743
TRC708387,LOT105904,TXN509722,KC-P7TPPC,img/lots/100939.jpg|img/handover/508387_0.jpg|img/handover/508387_1.jpg,True,img/scale/508387.jpg,15.1,18.665448,73.756097,10,2026-01-19T12:40,True,2026-01-21T06:58,2538,2026-01-19T17:17,code_entry,segregated,
TRC708388,LOT119204,TXN509725,KC-PHJ6NF,img/lots/119204.jpg|img/handover/508388_0.jpg|img/handover/508388_1.jpg,False,img/scale/508388.jpg,11.5,18.624229,73.812682,15,2026-01-21T00:40,False,2026-01-21T00:43,3,2026-01-21T07:54,qr_scan,sent_for_recovery,EPR/MH/2026/61592
TRC708389,LOT107776,TXN509726,KC-UJPNA3,img/lots/107776.jpg|img/handover/508389_0.jpg|img/handover/508389_1.jpg|img/handover/508389_2.jpg,False,img/scale/508389.jpg,75.0,19.892702,75.483491,6,2026-01-18T17:27,True,2026-01-18T20:59,212,2026-01-18T21:36,qr_scan,segregated,EPR/MH/2025/84849
TRC708390,LOT104242,TXN509727,KC-3RYP6Y,img/lots/104242.jpg|img/handover/508390_0.jpg|img/handover/508390_1.jpg,False,img/scale/508390.jpg,40.9,18.496782,73.904909,11,2026-01-20T07:03,False,2026-01-20T07:06,3,2026-01-20T09:52,qr_scan,received_at_facility,
TRC708391,LOT102312,TXN509729,KC-MPPMP4,img/lots/102312.jpg|img/handover/508391_0.jpg,False,img/scale/508391.jpg,17.6,21.234281,78.936805,21,2026-01-19T04:29,False,2026-01-19T04:30,1,2026-01-19T21:25,qr_scan,segregated,EPR/MH/2025/82954
TRC708392,LOT117247,TXN509730,KC-XYRHWP,img/lots/117247.jpg|img/handover/508392_0.jpg|img/handover/508392_1.jpg,False,img/scale/508392.jpg,32.8,19.061762,73.088075,33,2026-01-22T19:54,True,2026-01-23T02:37,403,2026-01-23T15:42,spoken_code,received_at_facility,EPR/MH/2026/70409
TRC708393,LOT115280,TXN509732,KC-YELT9X,img/lots/115280.jpg|img/handover/508393_0.jpg,False,img/scale/508393.jpg,44.6,19.870816,75.388885,11,2026-01-19T19:54,False,2026-01-19T19:55,1,2026-01-19T23:26,code_entry,segregated,EPR/MH/2025/71013
TRC708394,LOT107325,TXN509733,KC-CH446C,img/lots/107325.jpg|img/handover/508394_0.jpg|img/handover/508394_1.jpg|img/handover/508394_2.jpg,False,img/scale/508394.jpg,10.4,21.260233,78.923009,10,2026-01-20T02:14,False,2026-01-20T02:18,4,2026-01-20T08:55,qr_scan,received_at_facility,
TRC708395,LOT105252,TXN509734,KC-44C9VC,img/lots/105252.jpg|img/handover/508395_0.jpg,False,img/scale/508395.jpg,25.1,19.117684,73.009673,4,2026-01-20T23:31,False,2026-01-20T23:32,1,2026-01-21T09:11,spoken_code,sent_for_recovery,
TRC708396,LOT105276,TXN509735,KC-KNE3A6,img/lots/105276.jpg|img/handover/508396_0.jpg,False,img/scale/508396.jpg,34.4,18.744455,73.854611,22,2026-01-20T22:04,False,2026-01-20T22:07,3,2026-01-21T05:45,code_entry,received_at_facility,EPR/MH/2025/12867
TRC708397,LOT101740,TXN509736,KC-69C6H4,img/lots/101740.jpg|img/handover/508397_0.jpg,False,img/scale/508397.jpg,6.8,19.067752,73.07251,17,2026-01-22T04:52,False,2026-01-22T04:53,1,2026-01-22T07:07,code_entry,segregated,EPR/MH/2026/11402
TRC708398,LOT106924,TXN509737,KC-VE6N4K,img/lots/106924.jpg|img/handover/508398_0.jpg|img/handover/508398_1.jpg|img/handover/508398_2.jpg,False,img/scale/508398.jpg,21.8,18.683961,73.76457,22,2026-01-21T09:46,False,2026-01-21T09:48,2,2026-01-21T21:46,qr_scan,recovery_complete,EPR/MH/2025/12688
TRC708399,LOT107382,TXN509738,KC-LPNVLJ,img/lots/107382.jpg|img/handover/508399_0.jpg|img/handover/508399_1.jpg,False,img/scale/508399.jpg,48.2,19.892702,75.483491,44,2026-01-23T10:07,True,2026-01-23T12:52,165,2026-01-23T22:04,code_entry,sent_for_recovery,EPR/MH/2026/76380
TRC708400,LOT103979,TXN509739,KC-H46H6C,img/lots/103979.jpg|img/handover/508400_0.jpg|img/handover/508400_1.jpg,False,img/scale/508400.jpg,6.2,18.653439,73.835961,16,2026-01-20T18:20,False,2026-01-20T18:22,2,2026-01-21T06:16,code_entry,sent_for_recovery,
TRC708401,LOT102946,TXN509740,KC-9RDTLV,img/lots/102946.jpg|img/handover/508401_0.jpg|img/handover/508401_1.jpg,False,img/scale/508401.jpg,24.8,19.117684,73.009673,9,2026-01-23T16:46,True,2026-01-23T20:20,214,2026-01-24T05:06,qr_scan,segregated,
TRC708402,LOT117119,TXN509741,KC-EMY46N,img/lots/117119.jpg|img/handover/508402_0.jpg|img/handover/508402_1.jpg|img/handover/508402_2.jpg,False,img/scale/508402.jpg,33.3,19.05,72.861409,14,2026-01-19T12:23,True,2026-01-24T15:46,7403,2026-01-20T06:40,code_entry,segregated,
TRC708403,LOT107349,TXN509742,KC-LWT9XX,img/lots/107349.jpg|img/handover/508403_0.jpg|img/handover/508403_1.jpg|img/handover/508403_2.jpg,False,img/scale/508403.jpg,2.2,19.961843,73.714173,21,2026-01-21T01:03,False,2026-01-21T01:04,1,2026-01-21T16:53,spoken_code,segregated,EPR/MH/2026/33561
TRC708404,LOT105833,TXN509743,KC-JYYH7U,img/lots/105833.jpg|img/handover/508404_0.jpg|img/handover/508404_1.jpg|img/handover/508404_2.jpg,False,img/scale/508404.jpg,19.9,20.007228,73.704275,15,2026-01-19T13:45,True,2026-01-19T16:53,188,,spoken_code,segregated,EPR/MH/2026/65959
TRC708405,LOT118521,TXN509744,KC-TPAAAX,img/lots/118521.jpg|img/handover/508405_0.jpg|img/handover/508405_1.jpg|img/handover/508405_2.jpg,False,img/scale/508405.jpg,7.8,19.09417,72.984504,24,2026-01-22T10:36,False,2026-01-22T10:37,1,2026-01-22T17:09,code_entry,sent_for_recovery,EPR/MH/2026/25456
TRC708406,LOT110511,TXN509745,KC-VCPLX9,img/lots/110511.jpg|img/handover/508406_0.jpg,False,img/scale/508406.jpg,44.0,19.061762,73.088075,15,2026-01-22T20:53,False,2026-01-22T20:54,1,2026-01-23T12:51,code_entry,segregated,EPR/MH/2025/84706
TRC708407,LOT109050,TXN509746,KC-EF7MLL,img/lots/109050.jpg|img/handover/508407_0.jpg,False,img/scale/508407.jpg,27.9,18.60717,73.817319,34,2026-01-22T10:16,False,2026-01-22T10:17,1,2026-01-23T04:57,qr_scan,recovery_complete,EPR/MH/2026/97050
TRC708408,LOT116893,TXN509747,KC-N4AHCN,img/lots/116893.jpg|img/handover/508408_0.jpg|img/handover/508408_1.jpg,False,img/scale/508408.jpg,10.0,18.600139,73.85014,11,2026-01-19T23:34,True,2026-01-20T11:19,705,2026-01-20T13:45,qr_scan,segregated,EPR/MH/2025/52046
TRC708409,LOT102454,TXN509748,KC-RMPCCE,img/lots/102454.jpg|img/handover/508409_0.jpg|img/handover/508409_1.jpg,False,img/scale/508409.jpg,29.6,19.197379,73.19812,33,2026-01-22T21:14,False,2026-01-22T21:16,2,2026-01-23T04:22,code_entry,sent_for_recovery,EPR/MH/2025/25554
TRC708410,LOT102237,TXN509749,KC-KYNRPM,img/lots/102237.jpg|img/handover/508410_0.jpg|img/handover/508410_1.jpg|img/handover/508410_2.jpg,False,img/scale/508410.jpg,23.9,19.05694,72.918592,12,2026-01-22T09:41,True,2026-01-25T05:36,4075,2026-01-22T17:32,spoken_code,received_at_facility,EPR/MH/2026/71615
TRC708411,LOT109723,TXN509750,KC-FXC44E,img/lots/109723.jpg|img/handover/508411_0.jpg,False,img/scale/508411.jpg,4.5,19.961843,73.714173,28,2026-01-21T17:18,False,2026-01-21T17:19,1,2026-01-22T08:08,code_entry,segregated,EPR/MH/2026/22746
TRC708412,LOT107901,TXN509752,KC-9W9WRM,img/lots/107901.jpg|img/handover/508412_0.jpg|img/handover/508412_1.jpg|img/handover/508412_2.jpg,False,img/scale/508412.jpg,6.7,19.118039,73.013026,51,2026-01-20T18:57,False,2026-01-20T19:00,3,2026-01-20T20:45,qr_scan,received_at_facility,
TRC708413,LOT111198,TXN509753,KC-N9NXM9,img/lots/111198.jpg|img/handover/508413_0.jpg,False,img/scale/508413.jpg,13.0,19.061762,73.088075,37,2026-01-23T10:54,False,2026-01-23T10:56,2,2026-01-23T17:37,code_entry,segregated,EPR/MH/2026/70099
TRC708414,LOT108214,TXN509754,KC-334CK4,img/lots/108214.jpg|img/handover/508414_0.jpg|img/handover/508414_1.jpg,False,img/scale/508414.jpg,21.1,19.976167,73.716182,17,2026-01-21T23:13,False,2026-01-21T23:17,4,2026-01-22T12:08,code_entry,segregated,EPR/MH/2026/90111
TRC708415,LOT113451,TXN509755,KC-67LC37,img/lots/113451.jpg|img/handover/508415_0.jpg,False,img/scale/508415.jpg,4.8,18.753425,74.24613,39,2026-01-21T05:04,False,2026-01-21T05:06,2,2026-01-21T12:51,qr_scan,sent_for_recovery,
TRC708416,LOT110266,TXN509757,KC-9FTTVJ,img/lots/110266.jpg|img/handover/508416_0.jpg|img/handover/508416_1.jpg,False,img/scale/508416.jpg,11.7,21.127708,78.961071,31,2026-01-19T20:09,True,2026-01-20T02:52,403,2026-01-20T05:31,spoken_code,recovery_complete,
TRC708417,LOT109993,TXN509758,KC-7YRUTX,img/lots/109993.jpg|img/handover/508417_0.jpg|img/handover/508417_1.jpg|img/handover/508417_2.jpg,False,img/scale/508417.jpg,47.3,19.892702,75.483491,21,2026-01-22T02:14,True,2026-01-22T15:32,798,2026-01-22T09:38,spoken_code,awaiting_confirmation,EPR/MH/2025/37894
TRC708418,LOT110176,TXN509759,KC-6C67WT,img/lots/110176.jpg|img/handover/508418_0.jpg|img/handover/508418_1.jpg,False,img/scale/508418.jpg,25.3,19.884991,75.415283,5,2026-01-22T04:16,False,2026-01-22T04:19,3,2026-01-22T22:59,qr_scan,segregated,EPR/MH/2025/43948
TRC708419,LOT102793,TXN509761,KC-DLETDE,img/lots/102793.jpg|img/handover/508419_0.jpg|img/handover/508419_1.jpg|img/handover/508419_2.jpg,False,img/scale/508419.jpg,28.8,19.067752,73.07251,11,2026-01-23T05:44,True,2026-01-27T21:20,6696,2026-01-23T21:28,qr_scan,recovery_complete,EPR/MH/2025/74126
TRC708420,LOT100152,TXN509762,KC-NFYP4U,img/lots/100152.jpg|img/handover/508420_0.jpg|img/handover/508420_1.jpg|img/handover/508420_2.jpg,False,img/scale/508420.jpg,7.5,19.884991,75.415283,11,2026-01-20T14:24,False,2026-01-20T14:27,3,,code_entry,received_at_facility,EPR/MH/2025/98282
TRC708421,LOT106978,TXN509763,KC-9CN7K7,img/lots/106978.jpg|img/handover/508421_0.jpg,False,img/scale/508421.jpg,1.2,19.117684,73.009673,26,2026-01-22T06:13,False,2026-01-22T06:14,1,2026-01-22T18:29,code_entry,sent_for_recovery,EPR/MH/2026/30962
TRC708422,LOT107523,TXN509764,KC-MXKD63,img/lots/107523.jpg|img/handover/508422_0.jpg|img/handover/508422_1.jpg|img/handover/508422_2.jpg,False,img/scale/508422.jpg,11.2,18.600139,73.85014,12,2026-01-23T19:19,True,2026-01-24T06:33,674,2026-01-23T22:19,qr_scan,received_at_facility,
TRC708423,LOT102487,TXN509766,KC-FDCEDY,img/lots/102487.jpg|img/handover/508423_0.jpg|img/handover/508423_1.jpg|img/handover/508423_2.jpg,False,img/scale/508423.jpg,2.2,19.892702,75.483491,29,2026-01-20T18:30,False,2026-01-20T18:31,1,2026-01-21T09:23,code_entry,received_at_facility,EPR/MH/2025/69736
TRC708424,LOT114853,TXN509767,KC-LXXVXV,img/lots/114853.jpg|img/handover/508424_0.jpg,False,img/scale/508424.jpg,25.5,19.892702,75.483491,11,2026-01-20T10:49,False,2026-01-20T10:52,3,2026-01-20T13:21,code_entry,segregated,EPR/MH/2026/61190
TRC708425,LOT102340,TXN509768,KC-KYMPMA,img/lots/102340.jpg|img/handover/508425_0.jpg,False,img/scale/508425.jpg,35.0,18.620266,73.821743,23,2026-01-23T09:32,True,2026-01-23T15:04,332,2026-01-23T21:11,code_entry,recovery_complete,
TRC708426,LOT100413,TXN509769,KC-RDUECA,img/lots/100413.jpg|img/handover/508426_0.jpg|img/handover/508426_1.jpg,False,img/scale/508426.jpg,10.0,18.795498,73.884911,4,2026-01-20T18:08,False,2026-01-20T18:11,3,2026-01-21T09:06,code_entry,segregated,EPR/MH/2025/19129
TRC708427,LOT110957,TXN509770,KC-VPJV76,img/lots/110957.jpg|img/handover/508427_0.jpg|img/handover/508427_1.jpg,False,img/scale/508427.jpg,7.0,19.067752,73.07251,35,2026-01-22T01:16,True,2026-01-22T10:40,564,2026-01-22T17:03,qr_scan,sent_for_recovery,EPR/MH/2025/85068
TRC708428,LOT100080,TXN509771,KC-HWDL76,img/lots/100080.jpg|img/handover/508428_0.jpg|img/handover/508428_1.jpg|img/handover/508428_2.jpg,False,img/scale/508428.jpg,4.1,18.744455,73.854611,19,2026-01-22T02:58,True,2026-01-22T08:23,325,2026-01-22T04:47,qr_scan,awaiting_confirmation,
TRC708429,LOT118293,TXN509772,KC-4P3YV6,img/lots/118293.jpg|img/handover/508429_0.jpg|img/handover/508429_1.jpg,False,img/scale/508429.jpg,70.3,18.795498,73.884911,11,2026-01-21T03:16,True,2026-01-22T18:34,2358,2026-01-21T08:59,spoken_code,segregated,EPR/MH/2026/20572
TRC708430,LOT102973,TXN509773,KC-6EPKCV,img/lots/102973.jpg|img/handover/508430_0.jpg,False,img/scale/508430.jpg,2.5,19.042535,73.082611,16,2026-01-21T12:39,True,2026-01-21T21:48,549,2026-01-22T00:01,qr_scan,received_at_facility,EPR/MH/2025/58127
TRC708431,LOT106416,TXN509774,KC-KPRJJN,img/lots/106416.jpg|img/handover/508431_0.jpg,False,img/scale/508431.jpg,25.5,19.200497,73.188382,9,2026-01-24T16:27,True,2026-01-24T22:15,348,,qr_scan,received_at_facility,
