material,category,item_type,locality,unit,quantity,quality,days_index,date,base_reference_price,price,city,synthetic
E-waste,E-waste,mixed,Barkat Nagar,kg,32.0,dirty,49,2026-04-23,10.0,7.97,Jaipur,true
E-waste,E-waste,mixed,Durgapura,kg,57.6,mixed,17,2026-03-22,10.0,9.95,Jaipur,true
E-waste,E-waste,mixed,Adarsh Nagar,kg,97.0,mixed,79,2026-05-23,10.0,7.88,Jaipur,true
E-waste,E-waste,mixed,Durgapura,kg,66.2,mixed,10,2026-03-15,10.0,9.68,Jaipur,true
E-waste,E-waste,mixed,Airport Area,kg,46.7,mixed,165,2026-08-17,10.0,10.44,Jaipur,true
E-waste,E-waste,mixed,Raja Park,kg,61.4,mixed,132,2026-07-15,10.0,9.64,Jaipur,true
E-waste,E-waste,mixed,Malviya Nagar,kg,106.9,clean,62,2026-05-06,10.0,8.91,Jaipur,true
E-waste,E-waste,mixed,Raja Park,kg,67.4,mixed,52,2026-04-26,10.0,9.08,Jaipur,true
E-waste,E-waste,mixed,Malviya Nagar,kg,80.8,damaged,169,2026-08-21,10.0,7.64,Jaipur,true
E-waste,E-waste,mixed,Vaishali Nagar,kg,96.9,damaged,96,2026-06-09,10.0,7.02,Jaipur,true
E-waste,E-waste,mixed,Chandpole,kg,52.0,clean,95,2026-06-08,10.0,9.25,Jaipur,true
E-waste,E-waste,mixed,Nirman Nagar,kg,76.6,mixed,135,2026-07-18,10.0,9.44,Jaipur,true
E-waste,E-waste,mixed,Civil Lines,kg,90.6,mixed,76,2026-05-20,10.0,8.66,Jaipur,true
E-waste,E-waste,mixed,Durgapura,kg,28.5,mixed,24,2026-03-29,10.0,9.39,Jaipur,true
E-waste,E-waste,mixed,Nirman Nagar,kg,78.8,dirty,13,2026-03-18,10.0,8.33,Jaipur,true
E-waste,E-waste,mixed,Nirman Nagar,kg,43.2,clean,72,2026-05-16,10.0,8.81,Jaipur,true
E-waste,E-waste,mixed,Tonk Road,kg,86.9,mixed,122,2026-07-05,10.0,8.93,Jaipur,true
E-waste,E-waste,mixed,Tonk Road,kg,97.0,dirty,84,2026-05-28,10.0,7.04,Jaipur,true
E-waste,E-waste,mixed,Barkat Nagar,kg,114.8,damaged,9,2026-03-14,10.0,7.69,Jaipur,true
E-waste,E-waste,mixed,Model Town,kg,61.1,dirty,138,2026-07-21,10.0,8.35,Jaipur,true
E-waste,E-waste,mixed,MI Road,kg,103.8,clean,83,2026-05-27,10.0,8.65,Jaipur,true
E-waste,E-waste,mixed,Patrakar Colony,kg,56.3,damaged,95,2026-06-08,10.0,6.01,Jaipur,true
E-waste,E-waste,mixed,Shyam Nagar,kg,80.9,dirty,97,2026-06-10,10.0,7.12,Jaipur,true
E-waste,E-waste,mixed,Civil Lines,kg,1.8,mixed,137,2026-07-20,10.0,9.42,Jaipur,true
E-waste,E-waste,mixed,Hasanpura,kg,104.2,dirty,60,2026-05-04,10.0,8.03,Jaipur,true
E-waste,E-waste,mixed,Vaishali Nagar,kg,68.0,mixed,101,2026-06-14,10.0,9.66,Jaipur,true
E-waste,E-waste,mixed,Gopalpura,kg,56.6,dirty,149,2026-08-01,10.0,8.0,Jaipur,true
E-waste,E-waste,mixed,Vaishali Nagar,kg,49.9,mixed,128,2026-07-11,10.0,9.61,Jaipur,true
E-waste,E-waste,mixed,Model Town,kg,82.0,mixed,172,2026-08-24,10.0,10.67,Jaipur,true
E-waste,E-waste,mixed,Durgapura,kg,94.6,mixed,170,2026-08-22,10.0,10.81,Jaipur,true
E-waste,E-waste,mixed,MI Road,kg,101.7,mixed,121,2026-07-04,10.0,8.89,Jaipur,true
E-waste,E-waste,mixed,Mansarovar,kg,111.6,clean,13,2026-03-18,10.0,10.86,Jaipur,true
E-waste,E-waste,mixed,Patrakar Colony,kg,35.9,damaged,16,2026-03-21,10.0,6.49,Jaipur,true
E-waste,E-waste,mixed,Civil Lines,kg,43.9,clean,161,2026-08-13,10.0,11.22,Jaipur,true
E-waste,E-waste,mixed,Adarsh Nagar,kg,2.4,clean,108,2026-06-21,10.0,8.73,Jaipur,true
E-waste,E-waste,mixed,Tonk Road,kg,47.8,mixed,129,2026-07-12,10.0,8.68,Jaipur,true
E-waste,E-waste,mixed,Airport Area,kg,108.7,damaged,126,2026-07-09,10.0,7.03,Jaipur,true
E-waste,E-waste,mixed,Shyam Nagar,kg,11.2,dirty,119,2026-07-02,10.0,7.45,Jaipur,true
E-waste,E-waste,mixed,Hasanpura,kg,21.2,mixed,139,2026-07-22,10.0,9.86,Jaipur,true
E-waste,E-waste,mixed,Model Town,kg,34.2,mixed,56,2026-04-30,10.0,8.8,Jaipur,true
E-waste,E-waste,mixed,Barkat Nagar,kg,20.7,mixed,166,2026-08-18,10.0,10.77,Jaipur,true
E-waste,E-waste,mixed,Raja Park,kg,15.0,mixed,169,2026-08-21,10.0,10.5,Jaipur,true
E-waste,E-waste,mixed,Vaishali Nagar,kg,64.2,mixed,118,2026-07-01,10.0,9.89,Jaipur,true
E-waste,E-waste,mixed,Hasanpura,kg,64.7,clean,94,2026-06-07,10.0,9.43,Jaipur,true
E-waste,E-waste,mixed,Vaishali Nagar,kg,48.1,damaged,145,2026-07-28,10.0,7.4,Jaipur,true
E-waste,E-waste,mixed,C-Scheme,kg,84.7,dirty,59,2026-05-03,10.0,7.5,Jaipur,true
E-waste,E-waste,mixed,Civil Lines,kg,69.9,clean,62,2026-05-06,10.0,9.75,Jaipur,true
E-waste,E-waste,mixed,Adarsh Nagar,kg,51.2,mixed,62,2026-05-06,10.0,8.45,Jaipur,true
E-waste,E-waste,mixed,Mahesh Nagar,kg,43.3,mixed,119,2026-07-02,10.0,9.67,Jaipur,true
E-waste,E-waste,mixed,Civil Lines,kg,95.8,mixed,10,2026-03-15,10.0,9.89,Jaipur,true
E-waste,E-waste,mixed,Airport Area,kg,19.0,clean,66,2026-05-10,10.0,8.93,Jaipur,true
E-waste,E-waste,mixed,Mansarovar,kg,68.2,mixed,24,2026-03-29,10.0,10.45,Jaipur,true
E-waste,E-waste,mixed,Shyam Nagar,kg,66.8,mixed,61,2026-05-05,10.0,8.66,Jaipur,true
E-waste,E-waste,mixed,Model Town,kg,11.8,clean,161,2026-08-13,10.0,11.06,Jaipur,true
E-waste,E-waste,mixed,Patrakar Colony,kg,8.3,mixed,24,2026-03-29,10.0,8.78,Jaipur,true
CPU,E-waste,computer,Tonk Road,kg,117.8,clean,104,2026-06-17,250.0,229.17,Jaipur,true
CPU,E-waste,computer,Durgapura,kg,109.6,mixed,25,2026-03-30,250.0,244.22,Jaipur,true
CPU,E-waste,computer,Barkat Nagar,kg,81.9,dirty,26,2026-03-31,250.0,215.01,Jaipur,true
CPU,E-waste,computer,Mansarovar,kg,63.4,dirty,158,2026-08-10,250.0,241.93,Jaipur,true
CPU,E-waste,computer,Patrakar Colony,kg,11.7,mixed,116,2026-06-29,250.0,216.88,Jaipur,true
CPU,E-waste,computer,Model Town,kg,2.4,clean,100,2026-06-13,250.0,229.82,Jaipur,true
CPU,E-waste,computer,Malviya Nagar,kg,36.9,clean,135,2026-07-18,250.0,219.26,Jaipur,true
CPU,E-waste,computer,Ramnagariya,kg,82.8,mixed,140,2026-07-23,250.0,227.21,Jaipur,true
CPU,E-waste,computer,Mahesh Nagar,kg,118.2,dirty,118,2026-07-01,250.0,210.48,Jaipur,true
CPU,E-waste,computer,Malviya Nagar,kg,6.2,damaged,129,2026-07-12,250.0,160.75,Jaipur,true
CPU,E-waste,computer,Adarsh Nagar,kg,29.5,clean,59,2026-05-03,250.0,208.19,Jaipur,true
CPU,E-waste,computer,Civil Lines,kg,73.0,mixed,89,2026-06-02,250.0,216.53,Jaipur,true
CPU,E-waste,computer,Hasanpura,kg,9.6,damaged,173,2026-08-25,250.0,202.08,Jaipur,true
CPU,E-waste,computer,MI Road,kg,73.3,mixed,12,2026-03-17,250.0,227.55,Jaipur,true
CPU,E-waste,computer,Model Town,kg,87.7,clean,32,2026-04-06,250.0,251.08,Jaipur,true
CPU,E-waste,computer,Malviya Nagar,kg,97.1,mixed,33,2026-04-07,250.0,221.48,Jaipur,true
CPU,E-waste,computer,Patrakar Colony,kg,26.8,clean,4,2026-03-09,250.0,242.56,Jaipur,true
CPU,E-waste,computer,Chandpole,kg,53.6,mixed,163,2026-08-15,250.0,275.91,Jaipur,true
CPU,E-waste,computer,Vaishali Nagar,kg,75.5,dirty,167,2026-08-19,250.0,238.03,Jaipur,true
CPU,E-waste,computer,Patrakar Colony,kg,95.2,mixed,29,2026-04-03,250.0,225.72,Jaipur,true
CPU,E-waste,computer,Durgapura,kg,47.6,clean,90,2026-06-03,250.0,215.27,Jaipur,true
CPU,E-waste,computer,Gopalpura,kg,20.2,damaged,28,2026-04-02,250.0,164.75,Jaipur,true
CPU,E-waste,computer,Chandpole,kg,15.7,clean,162,2026-08-14,250.0,279.82,Jaipur,true
CPU,E-waste,computer,Mansarovar,kg,118.6,mixed,119,2026-07-02,250.0,253.33,Jaipur,true
CPU,E-waste,computer,Nirman Nagar,kg,101.7,clean,5,2026-03-10,250.0,274.65,Jaipur,true
CPU,E-waste,computer,Vaishali Nagar,kg,96.4,mixed,158,2026-08-10,250.0,281.94,Jaipur,true
CPU,E-waste,computer,Hasanpura,kg,47.7,mixed,49,2026-04-23,250.0,235.93,Jaipur,true
CPU,E-waste,computer,Sodala,kg,34.9,dirty,113,2026-06-26,250.0,189.89,Jaipur,true
CPU,E-waste,computer,MI Road,kg,117.5,mixed,126,2026-07-09,250.0,218.85,Jaipur,true
CPU,E-waste,computer,Airport Area,kg,3.6,dirty,169,2026-08-21,250.0,225.88,Jaipur,true
CPU,E-waste,computer,Mansarovar,kg,48.5,mixed,22,2026-03-27,250.0,242.22,Jaipur,true
CPU,E-waste,computer,Vaishali Nagar,kg,60.3,damaged,61,2026-05-05,250.0,178.69,Jaipur,true
CPU,E-waste,computer,Airport Area,kg,102.1,clean,50,2026-04-24,250.0,253.04,Jaipur,true
CPU,E-waste,computer,Ramnagariya,kg,76.7,mixed,121,2026-07-04,250.0,218.25,Jaipur,true
CPU,E-waste,computer,MI Road,kg,39.6,clean,111,2026-06-24,250.0,218.89,Jaipur,true
CPU,E-waste,computer,MI Road,kg,34.1,mixed,169,2026-08-21,250.0,248.36,Jaipur,true
CPU,E-waste,computer,MI Road,kg,89.8,mixed,149,2026-08-01,250.0,232.67,Jaipur,true
CPU,E-waste,computer,Patrakar Colony,kg,28.1,dirty,132,2026-07-15,250.0,184.22,Jaipur,true
CPU,E-waste,computer,Tonk Road,kg,4.1,mixed,69,2026-05-13,250.0,196.3,Jaipur,true
CPU,E-waste,computer,Hasanpura,kg,47.7,dirty,158,2026-08-10,250.0,230.12,Jaipur,true
CPU,E-waste,computer,Malviya Nagar,kg,103.8,mixed,27,2026-04-01,250.0,226.31,Jaipur,true
CPU,E-waste,computer,Barkat Nagar,kg,86.6,dirty,123,2026-07-06,250.0,203.76,Jaipur,true
CPU,E-waste,computer,Barkat Nagar,kg,61.8,clean,72,2026-05-16,250.0,237.56,Jaipur,true
CPU,E-waste,computer,Shyam Nagar,kg,97.7,mixed,9,2026-03-14,250.0,234.48,Jaipur,true
CPU,E-waste,computer,Malviya Nagar,kg,31.3,mixed,36,2026-04-10,250.0,212.64,Jaipur,true
CPU,E-waste,computer,Chandpole,kg,54.2,mixed,89,2026-06-02,250.0,217.7,Jaipur,true
CPU,E-waste,computer,Ramnagariya,kg,89.3,mixed,118,2026-07-01,250.0,216.7,Jaipur,true
CPU,E-waste,computer,Barkat Nagar,kg,40.4,mixed,150,2026-08-02,250.0,249.91,Jaipur,true
CPU,E-waste,computer,Hasanpura,kg,10.9,dirty,78,2026-05-22,250.0,183.42,Jaipur,true
CPU,E-waste,computer,Gopalpura,kg,82.6,damaged,3,2026-03-08,250.0,184.04,Jaipur,true
CPU,E-waste,computer,Gopalpura,kg,31.0,dirty,17,2026-03-22,250.0,194.52,Jaipur,true
CPU,E-waste,computer,Tonk Road,kg,48.7,mixed,134,2026-07-17,250.0,218.29,Jaipur,true
CPU,E-waste,computer,Gopalpura,kg,53.7,dirty,73,2026-05-17,250.0,175.44,Jaipur,true
CPU,E-waste,computer,Civil Lines,kg,118.5,mixed,6,2026-03-11,250.0,260.97,Jaipur,true
CPU,E-waste,computer,Barkat Nagar,kg,69.8,clean,148,2026-07-31,250.0,267.85,Jaipur,true
CPU,E-waste,computer,Durgapura,kg,99.2,mixed,146,2026-07-29,250.0,242.94,Jaipur,true
CPU,E-waste,computer,Sodala,kg,59.8,dirty,140,2026-07-23,250.0,203.63,Jaipur,true
CPU,E-waste,computer,Adarsh Nagar,kg,100.3,clean,159,2026-08-11,250.0,261.25,Jaipur,true
CPU,E-waste,computer,Tonk Road,kg,15.9,mixed,43,2026-04-17,250.0,214.33,Jaipur,true
CPU,E-waste,computer,Model Town,kg,93.1,clean,138,2026-07-21,250.0,257.73,Jaipur,true
CPU,E-waste,computer,Civil Lines,kg,56.1,dirty,154,2026-08-06,250.0,230.23,Jaipur,true
CPU,E-waste,computer,Mahesh Nagar,kg,32.5,clean,167,2026-08-19,250.0,283.18,Jaipur,true
CPU,E-waste,computer,Tonk Road,kg,77.6,damaged,65,2026-05-09,250.0,157.68,Jaipur,true
CPU,E-waste,computer,Malviya Nagar,kg,36.7,mixed,60,2026-05-04,250.0,200.33,Jaipur,true
CPU,E-waste,computer,Chandpole,kg,27.1,mixed,92,2026-06-05,250.0,209.32,Jaipur,true
CPU,E-waste,computer,Sodala,kg,65.7,mixed,106,2026-06-19,250.0,229.3,Jaipur,true
CPU,E-waste,computer,Airport Area,kg,21.2,mixed,107,2026-06-20,250.0,222.41,Jaipur,true
CPU,E-waste,computer,Model Town,kg,115.4,mixed,141,2026-07-24,250.0,246.12,Jaipur,true
CPU,E-waste,computer,Chandpole,kg,71.8,clean,100,2026-06-13,250.0,243.78,Jaipur,true
CPU,E-waste,computer,Vaishali Nagar,kg,4.2,dirty,23,2026-03-28,250.0,209.16,Jaipur,true
CPU,E-waste,computer,Ramnagariya,kg,28.5,clean,176,2026-08-28,250.0,250.93,Jaipur,true
CPU,E-waste,computer,Mansarovar,kg,109.6,mixed,123,2026-07-06,250.0,243.78,Jaipur,true
CPU,E-waste,computer,Sodala,kg,38.4,mixed,137,2026-07-20,250.0,225.84,Jaipur,true
CPU,E-waste,computer,Model Town,kg,21.0,damaged,49,2026-04-23,250.0,168.29,Jaipur,true
CPU,E-waste,computer,Nirman Nagar,kg,90.0,mixed,169,2026-08-21,250.0,276.93,Jaipur,true
CPU,E-waste,computer,Adarsh Nagar,kg,59.3,clean,51,2026-04-25,250.0,223.13,Jaipur,true
CPU,E-waste,computer,Mahesh Nagar,kg,15.1,mixed,158,2026-08-10,250.0,271.53,Jaipur,true
CPU,E-waste,computer,Airport Area,kg,45.9,mixed,132,2026-07-15,250.0,234.8,Jaipur,true
CPU,E-waste,computer,Tonk Road,kg,90.0,dirty,159,2026-08-11,250.0,215.11,Jaipur,true
CPU,E-waste,computer,Malviya Nagar,kg,14.5,mixed,64,2026-05-08,250.0,199.99,Jaipur,true
CPU,E-waste,computer,Ramnagariya,kg,52.1,clean,125,2026-07-08,250.0,225.51,Jaipur,true
CPU,E-waste,computer,Sodala,kg,84.0,clean,97,2026-06-10,250.0,223.87,Jaipur,true
CPU,E-waste,computer,Airport Area,kg,3.0,clean,30,2026-04-04,250.0,242.69,Jaipur,true
CPU,E-waste,computer,Mahesh Nagar,kg,12.8,clean,132,2026-07-15,250.0,258.57,Jaipur,true
CPU,E-waste,computer,Raja Park,kg,104.7,clean,154,2026-08-06,250.0,278.33,Jaipur,true
CPU,E-waste,computer,Civil Lines,kg,96.7,dirty,161,2026-08-13,250.0,236.19,Jaipur,true
CPU,E-waste,computer,Shyam Nagar,kg,40.1,clean,27,2026-04-01,250.0,235.69,Jaipur,true
CPU,E-waste,computer,Durgapura,kg,115.2,mixed,33,2026-04-07,250.0,237.12,Jaipur,true
CPU,E-waste,computer,Sodala,kg,3.3,mixed,174,2026-08-26,250.0,248.33,Jaipur,true
CPU,E-waste,computer,Durgapura,kg,98.6,mixed,8,2026-03-13,250.0,247.05,Jaipur,true
Printer,E-waste,peripheral,Vaishali Nagar,kg,110.7,dirty,31,2026-04-05,10.0,8.63,Jaipur,true
Printer,E-waste,peripheral,C-Scheme,kg,5.0,damaged,68,2026-05-12,10.0,6.32,Jaipur,true
Printer,E-waste,peripheral,Vaishali Nagar,kg,118.8,mixed,80,2026-05-24,10.0,9.21,Jaipur,true
Printer,E-waste,peripheral,Vaishali Nagar,kg,77.3,dirty,105,2026-06-18,10.0,8.33,Jaipur,true
Printer,E-waste,peripheral,Barkat Nagar,kg,113.7,mixed,144,2026-07-27,10.0,10.15,Jaipur,true
Printer,E-waste,peripheral,Tonk Road,kg,4.6,clean,76,2026-05-20,10.0,8.09,Jaipur,true
Printer,E-waste,peripheral,Nirman Nagar,kg,46.2,mixed,159,2026-08-11,10.0,10.45,Jaipur,true
Printer,E-waste,peripheral,Sodala,kg,61.8,dirty,175,2026-08-27,10.0,8.8,Jaipur,true
Printer,E-waste,peripheral,Mahesh Nagar,kg,31.2,clean,40,2026-04-14,10.0,10.43,Jaipur,true
Printer,E-waste,peripheral,Civil Lines,kg,24.8,mixed,131,2026-07-14,10.0,9.31,Jaipur,true
Printer,E-waste,peripheral,C-Scheme,kg,98.8,mixed,138,2026-07-21,10.0,9.7,Jaipur,true
Printer,E-waste,peripheral,Civil Lines,kg,12.4,dirty,13,2026-03-18,10.0,8.07,Jaipur,true
Printer,E-waste,peripheral,Gopalpura,kg,67.8,clean,44,2026-04-18,10.0,9.18,Jaipur,true
Printer,E-waste,peripheral,MI Road,kg,91.2,clean,57,2026-05-01,10.0,8.99,Jaipur,true
Printer,E-waste,peripheral,Nirman Nagar,kg,50.8,mixed,128,2026-07-11,10.0,9.56,Jaipur,true
Printer,E-waste,peripheral,Ramnagariya,kg,22.4,mixed,3,2026-03-08,10.0,9.17,Jaipur,true
Printer,E-waste,peripheral,Model Town,kg,88.8,damaged,92,2026-06-05,10.0,6.4,Jaipur,true
Printer,E-waste,peripheral,Adarsh Nagar,kg,42.7,damaged,111,2026-06-24,10.0,6.14,Jaipur,true
Printer,E-waste,peripheral,Vaishali Nagar,kg,105.6,clean,150,2026-08-02,10.0,11.0,Jaipur,true
Printer,E-waste,peripheral,Vaishali Nagar,kg,98.3,mixed,89,2026-06-02,10.0,8.99,Jaipur,true
Printer,E-waste,peripheral,MI Road,kg,98.1,mixed,38,2026-04-12,10.0,9.33,Jaipur,true
Printer,E-waste,peripheral,Sodala,kg,74.3,clean,18,2026-03-23,10.0,10.06,Jaipur,true
Printer,E-waste,peripheral,Barkat Nagar,kg,33.4,mixed,22,2026-03-27,10.0,9.53,Jaipur,true
Printer,E-waste,peripheral,Shyam Nagar,kg,95.8,mixed,118,2026-07-01,10.0,8.98,Jaipur,true
Printer,E-waste,peripheral,Mansarovar,kg,6.2,mixed,136,2026-07-19,10.0,9.65,Jaipur,true
Printer,E-waste,peripheral,Chandpole,kg,98.6,damaged,50,2026-04-24,10.0,7.33,Jaipur,true
Printer,E-waste,peripheral,Sodala,kg,72.0,clean,117,2026-06-30,10.0,9.87,Jaipur,true
Printer,E-waste,peripheral,Vaishali Nagar,kg,109.2,mixed,128,2026-07-11,10.0,10.0,Jaipur,true
Printer,E-waste,peripheral,Shyam Nagar,kg,58.2,mixed,20,2026-03-25,10.0,9.2,Jaipur,true
Printer,E-waste,peripheral,Ramnagariya,kg,78.7,dirty,18,2026-03-23,10.0,7.73,Jaipur,true
Printer,E-waste,peripheral,Vaishali Nagar,kg,3.4,clean,169,2026-08-21,10.0,11.69,Jaipur,true
Printer,E-waste,peripheral,Airport Area,kg,33.9,mixed,170,2026-08-22,10.0,10.53,Jaipur,true
Printer,E-waste,peripheral,Raja Park,kg,92.5,mixed,167,2026-08-19,10.0,10.56,Jaipur,true
Printer,E-waste,peripheral,Raja Park,kg,92.4,mixed,10,2026-03-15,10.0,9.68,Jaipur,true
Printer,E-waste,peripheral,Sodala,kg,65.3,dirty,56,2026-04-30,10.0,7.57,Jaipur,true
Printer,E-waste,peripheral,Raja Park,kg,88.0,dirty,72,2026-05-16,10.0,7.31,Jaipur,true
Printer,E-waste,peripheral,Patrakar Colony,kg,112.6,dirty,2,2026-03-07,10.0,8.2,Jaipur,true
Printer,E-waste,peripheral,Civil Lines,kg,101.5,clean,151,2026-08-03,10.0,10.72,Jaipur,true
Printer,E-waste,peripheral,Chandpole,kg,29.3,mixed,152,2026-08-04,10.0,10.07,Jaipur,true
Printer,E-waste,peripheral,Tonk Road,kg,63.2,mixed,144,2026-07-27,10.0,9.12,Jaipur,true
Printer,E-waste,peripheral,Barkat Nagar,kg,31.4,mixed,1,2026-03-06,10.0,10.37,Jaipur,true
Printer,E-waste,peripheral,Malviya Nagar,kg,101.8,mixed,77,2026-05-21,10.0,7.91,Jaipur,true
Printer,E-waste,peripheral,Mansarovar,kg,61.1,clean,58,2026-05-02,10.0,10.12,Jaipur,true
Printer,E-waste,peripheral,MI Road,kg,63.1,damaged,68,2026-05-12,10.0,6.25,Jaipur,true
Printer,E-waste,peripheral,C-Scheme,kg,14.6,dirty,138,2026-07-21,10.0,7.93,Jaipur,true
Printer,E-waste,peripheral,Mansarovar,kg,13.2,mixed,76,2026-05-20,10.0,8.73,Jaipur,true
Printer,E-waste,peripheral,MI Road,kg,38.0,mixed,55,2026-04-29,10.0,8.46,Jaipur,true
Printer,E-waste,peripheral,Barkat Nagar,kg,12.3,clean,9,2026-03-14,10.0,10.35,Jaipur,true
Printer,E-waste,peripheral,Gopalpura,kg,96.5,clean,10,2026-03-15,10.0,9.72,Jaipur,true
Printer,E-waste,peripheral,Model Town,kg,85.1,dirty,115,2026-06-28,10.0,8.22,Jaipur,true
Printer,E-waste,peripheral,Airport Area,kg,85.9,mixed,4,2026-03-09,10.0,10.41,Jaipur,true
Printer,E-waste,peripheral,Mansarovar,kg,59.1,clean,173,2026-08-25,10.0,11.9,Jaipur,true
Printer,E-waste,peripheral,Tonk Road,kg,36.6,clean,96,2026-06-09,10.0,8.42,Jaipur,true
Printer,E-waste,peripheral,Patrakar Colony,kg,21.7,dirty,37,2026-04-11,10.0,7.39,Jaipur,true
Printer,E-waste,peripheral,Model Town,kg,85.7,dirty,46,2026-04-20,10.0,7.87,Jaipur,true
Printer,E-waste,peripheral,Chandpole,kg,39.3,mixed,32,2026-04-06,10.0,9.38,Jaipur,true
Printer,E-waste,peripheral,Mansarovar,kg,41.1,damaged,152,2026-08-04,10.0,7.87,Jaipur,true
Printer,E-waste,peripheral,Gopalpura,kg,23.1,dirty,95,2026-06-08,10.0,6.7,Jaipur,true
Printer,E-waste,peripheral,Durgapura,kg,99.7,clean,96,2026-06-09,10.0,9.26,Jaipur,true
Printer,E-waste,peripheral,Hasanpura,kg,6.8,mixed,46,2026-04-20,10.0,9.36,Jaipur,true
Printer,E-waste,peripheral,Mansarovar,kg,113.7,mixed,48,2026-04-22,10.0,9.99,Jaipur,true
Printer,E-waste,peripheral,Model Town,kg,44.4,clean,1,2026-03-06,10.0,10.42,Jaipur,true
Printer,E-waste,peripheral,Hasanpura,kg,111.0,clean,0,2026-03-05,10.0,11.49,Jaipur,true
Printer,E-waste,peripheral,Adarsh Nagar,kg,38.2,mixed,62,2026-05-06,10.0,8.12,Jaipur,true
Printer,E-waste,peripheral,Mahesh Nagar,kg,74.1,mixed,131,2026-07-14,10.0,10.06,Jaipur,true
Printer,E-waste,peripheral,MI Road,kg,117.4,damaged,152,2026-08-04,10.0,7.24,Jaipur,true
Printer,E-waste,peripheral,Airport Area,kg,12.2,clean,134,2026-07-17,10.0,9.82,Jaipur,true
Printer,E-waste,peripheral,Raja Park,kg,31.2,damaged,18,2026-03-23,10.0,7.05,Jaipur,true
Printer,E-waste,peripheral,Sodala,kg,117.3,clean,134,2026-07-17,10.0,9.88,Jaipur,true
Printer,E-waste,peripheral,Model Town,kg,81.3,mixed,77,2026-05-21,10.0,8.54,Jaipur,true
Printer,E-waste,peripheral,Mahesh Nagar,kg,16.9,mixed,147,2026-07-30,10.0,10.17,Jaipur,true
Printer,E-waste,peripheral,Mahesh Nagar,kg,54.5,damaged,132,2026-07-15,10.0,7.68,Jaipur,true
Printer,E-waste,peripheral,Raja Park,kg,81.4,clean,71,2026-05-15,10.0,8.93,Jaipur,true
Printer,E-waste,peripheral,Malviya Nagar,kg,22.3,mixed,161,2026-08-13,10.0,9.77,Jaipur,true
Printer,E-waste,peripheral,MI Road,kg,30.9,mixed,99,2026-06-12,10.0,8.12,Jaipur,true
Printer,E-waste,peripheral,Civil Lines,kg,44.7,clean,94,2026-06-07,10.0,8.74,Jaipur,true
Printer,E-waste,peripheral,Mansarovar,kg,58.4,dirty,26,2026-03-31,10.0,8.75,Jaipur,true
Printer,E-waste,peripheral,Raja Park,kg,42.4,clean,43,2026-04-17,10.0,9.52,Jaipur,true
Printer,E-waste,peripheral,Shyam Nagar,kg,9.1,mixed,111,2026-06-24,10.0,8.49,Jaipur,true
Printer,E-waste,peripheral,Civil Lines,kg,94.8,dirty,63,2026-05-07,10.0,7.77,Jaipur,true
Printer,E-waste,peripheral,Durgapura,kg,26.7,clean,140,2026-07-23,10.0,9.87,Jaipur,true
Printer,E-waste,peripheral,Shyam Nagar,kg,94.9,mixed,117,2026-06-30,10.0,9.24,Jaipur,true
Printer,E-waste,peripheral,Mansarovar,kg,104.2,dirty,28,2026-04-02,10.0,8.69,Jaipur,true
Printer,E-waste,peripheral,Tonk Road,kg,70.9,clean,84,2026-05-28,10.0,8.7,Jaipur,true
Printer,E-waste,peripheral,Tonk Road,kg,70.5,mixed,178,2026-08-30,10.0,9.94,Jaipur,true
Printer,E-waste,peripheral,Gopalpura,kg,111.6,mixed,62,2026-05-06,10.0,8.69,Jaipur,true
Printer,E-waste,peripheral,MI Road,kg,19.3,mixed,84,2026-05-28,10.0,7.97,Jaipur,true
Printer,E-waste,peripheral,Adarsh Nagar,kg,30.1,dirty,3,2026-03-08,10.0,7.79,Jaipur,true
Printer,E-waste,peripheral,Malviya Nagar,kg,35.7,damaged,89,2026-06-02,10.0,5.71,Jaipur,true
Printer,E-waste,peripheral,Malviya Nagar,kg,71.8,dirty,49,2026-04-23,10.0,7.36,Jaipur,true
Microwave,E-waste,appliance,Mansarovar,kg,95.1,mixed,131,2026-07-14,15.0,15.21,Jaipur,true
Microwave,E-waste,appliance,Airport Area,kg,14.6,mixed,129,2026-07-12,15.0,13.95,Jaipur,true
Microwave,E-waste,appliance,Nirman Nagar,kg,23.6,mixed,118,2026-07-01,15.0,13.65,Jaipur,true
Microwave,E-waste,appliance,Durgapura,kg,54.8,mixed,96,2026-06-09,15.0,13.23,Jaipur,true
Microwave,E-waste,appliance,Mansarovar,kg,77.2,mixed,135,2026-07-18,15.0,14.94,Jaipur,true
Microwave,E-waste,appliance,Nirman Nagar,kg,111.8,mixed,23,2026-03-28,15.0,14.69,Jaipur,true
Microwave,E-waste,appliance,Sodala,kg,97.6,mixed,33,2026-04-07,15.0,13.95,Jaipur,true
Microwave,E-waste,appliance,Mansarovar,kg,92.7,mixed,9,2026-03-14,15.0,15.64,Jaipur,true
Microwave,E-waste,appliance,Model Town,kg,102.8,clean,10,2026-03-15,15.0,15.35,Jaipur,true
Microwave,E-waste,appliance,Chandpole,kg,108.1,damaged,72,2026-05-16,15.0,9.93,Jaipur,true
Microwave,E-waste,appliance,Barkat Nagar,kg,86.9,clean,68,2026-05-12,15.0,14.61,Jaipur,true
Microwave,E-waste,appliance,Gopalpura,kg,57.5,mixed,78,2026-05-22,15.0,12.17,Jaipur,true
